no_pkk,no_pkk_inaportnet,vessel_name_spb,company_name,name_process_code,gt,loa,name_branch,departure_date,nomor_pkk,nomor_spb,vessel_name_wasop,waktu_tolak,NAMA KAPAL,GT,LOA,DARI,KE,PERUSAHAAN,NO SPK PANDU,NO PKK INAPORTNET,NO PKK,NAMA PANDU,MULAI PANDU,SELESAI PANDU,KAPAL TUNDA 1,KAPAL TUNDA 2,KAPAL TUNDA 3,MULAI TUNDA,SELESAI TUNDA,ZONA,STATUS NOTA
ABP909000002,PKK.DN.IDSRG.2511.000111,TAISHO 31,KALANDARA INDAH LAUTINDO PT,Realization,2707.0,96.54,TANJUNG EMAS,2025-11-20 16:00,PKK.DN.IDSRG.2511.000111,SPB.IDSRG.1125.0000249,TAISHO 31,2025-11-23T13:00:00.000Z,TAISHO 31,2707,96.54,LAUT,DERMAGA SAMUDERA,KALANDARA INDAH LAUTINDO PT,IDSRG-PLD-SPK.2511.006982,PKK.DN.IDSRG.2511.000111,ABP909000002,SAUD HORAS SIMANJUNTAK,20-11-2025 19:49,20-11-2025 20:27,KRESNA 315,KT. GALUH 2,,20-11-2025 19:50,20-11-2025 20:25,ZONA SEMARANG,BELUM VERIFIKASI
PP1809000001,PKK.DN.IDSRG.2511.000107,SUPPORT 18,"YALA SAMUDERA ABADI, PT",Realization,2133.0,79.01,TANJUNG EMAS,2025-11-25 00:00,PKK.DN.IDSRG.2511.000107,SPB.IDSRG.1125.0000237,SUPPORT 18,2025-11-22T11:00:00.000Z,SUPPORT 18,2133,79.01,LAUT,PLTU / JETTY,"YALA SAMUDERA ABADI, PT",IDSRG-PLD-SPK.2511.006953,PKK.DN.IDSRG.2511.000107,PP1809000001,CHOLID CHUMAINI F,20-11-2025 00:24,20-11-2025 01:19,KT. BIMA 306,,,20-11-2025 00:26,20-11-2025 01:10,ZONA SEMARANG,BELUM VERIFIKASI
TR4413000046,PKK.DN.IDSUB.2511.000403,TANTO RAYA,"TANTO INTIM LINE, PT",Realization,6867.0,120.84,TANJUNG PERAK,2025-11-19 16:00,PKK.DN.IDSUB.2511.000403,SPB.IDSUB.1125.0000759,TANTO RAYA,2025-11-20T09:30:00.000Z,TANTO RAYA,6867,120.84,LAUT,ICT NUSANTARA,"TANTO INTIM LINE, PT",IDSUB-PLD-SPK.2511.028467,PKK.DN.IDSUB.2511.000403,TR4413000046,DIRMAN,14-11-2025 15:13,14-11-2025 17:12,KT. JAYANEGARA 308,KT. JAYENGRONO,,14-11-2025 16:45,14-11-2025 17:08,ZONA SURABAYA,BELUM VERIFIKASI
444E13000005,PKK.DN.IDSUB.2511.000399,EIKAN,"ANUGRAH ABADI PERMAI, PT",Realization,623.0,54.38,TANJUNG PERAK,2025-11-21 17:00,PKK.DN.IDSUB.2511.000399,SPB.IDSUB.1125.0000632,EIKAN,2025-11-17T15:00:00.000Z,EIKAN,623,54.38,LAUT,KALIMAS-DERMAGA KM,"ANUGRAH ABADI PERMAI, PT",IDSUB-PLD-SPK.2511.028308,PKK.DN.IDSUB.2511.000399,444E13000005,ARI DJOKO WAHONO,12-11-2025 21:29,12-11-2025 22:13,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
171A13000001,PKK.DN.IDGRE.2511.000304,AMMAR,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",Request PPKB,27986.0,190.0,TANJUNG PERAK,2025-11-12 02:00,PKK.DN.IDGRE.2511.000304,SPB.IDGRE.1125.0000279,AMMAR,2025-11-11T20:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
SEV225000049,PKK.DN.IDBDJ.2511.001269,SEVA RAYA II,"RIMAU BAHTERA SHIPPING, PT",Realization,3124.0,87.84,BANJARMASIN,2025-11-30 13:55,PKK.DN.IDBDJ.2511.001269,SPB.IDBDJ.1125.0001638,SEVA RAYA II,2025-11-14T10:00:00.000Z,SEVA RAYA II,3124,87.84,PULAU BAKUT,REDE TRISAKTI,"RIMAU BAHTERA SHIPPING, PT",IDBDJ-PLD-SPK.2511.057742,PKK.DN.IDBDJ.2511.001269,SEV225000049,TRIONO LISWIGIANTO,12-11-2025 13:02,12-11-2025 13:03,,,,,,BANJARMASIN,BELUM VERIFIKASI
CM5513000043,PKK.DN.IDSUB.2511.000388,CURUG MAS,"TEMAS SHIPPING, PT",Realization,4990.0,107.8,TANJUNG PERAK,2025-11-12 23:00,nan,,,,CURUG MAS,4990,107.8,LAUT,LAMONG OCEAN GOING,"TEMAS SHIPPING, PT",IDSUB-PLD-SPK.2511.028226,PKK.DN.IDSUB.2511.000388,CM5513000043,ABDUL MUIS,12-11-2025 09:25,12-11-2025 12:56,KT. JAYANEGARA 203,TB. SEMAR 82,,12-11-2025 12:19,12-11-2025 12:55,ZONA SURABAYA,BELUM VERIFIKASI
PJ3325000063,PKK.DN.IDBDJ.2511.001253,PULAU JAYA 3301,"SAGA MAS LESTARI, PT",Realization,4336.0,100.58,BANJARMASIN,2025-11-11 09:00,nan,,,,PULAU JAYA 3301,4336,100.58,PULAU BAKUT,REDE TRISAKTI,"SAGA MAS LESTARI, PT",IDBDJ-PLD-SPK.2511.057720,PKK.DN.IDBDJ.2511.001253,PJ3325000063,CHAIRUL ANWAR,12-11-2025 17:40,12-11-2025 17:53,,,,,,BANJARMASIN,BELUM VERIFIKASI
FC7625000021,PKK.DN.IDBDJ.2511.001226,SM 3101,"SAGA MAS LESTARI, PT",Realization,4535.0,94.5,BANJARMASIN,2025-11-11 09:00,PKK.DN.IDBDJ.2511.001226,SPB.IDBDJ.1125.0002031,SM 3101,2025-11-17T15:00:00.000Z,SM 3101,4535,94.5,PULAU BAKUT,REDE TRISAKTI,"SAGA MAS LESTARI, PT",IDBDJ-PLD-SPK.2511.057693,PKK.DN.IDBDJ.2511.001226,FC7625000021,DHANI ARDIANSYAH,11-11-2025 19:44,11-11-2025 19:45,,,,,,BANJARMASIN,BELUM VERIFIKASI
PJ0783000002,PKK.DN.IDSMQ.2508.000072,PARTA JAYA 2707,"MENTAYA MARITIM LOGISTIK, PT",Request PPKB,2132.0,82.3,SAMPIT,2025-08-12 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
67W013000003,PKK.DN.IDGRE.2511.000296,AGATHA,"VIVA SAMUDERA PERKASA, PT",Realization,3545.0,91.5,TANJUNG PERAK,2025-11-14 16:00,PKK.DN.IDGRE.2511.000296,SPB.IDGRE.1125.0000640,AGATHA,2025-11-23T16:00:00.000Z,AGATHA,3545,91.5,LAUT,AREA LABUH KAPAL B3 (GSK),"VIVA SAMUDERA PERKASA, PT",IDGRE-PLD-SPK.2511.012885,PKK.DN.IDGRE.2511.000296,67W013000003,AHMAD GAZALI,11-11-2025 02:36,11-11-2025 02:40,,,,,,ZONA GRESIK,BELUM VERIFIKASI
TT2625000001,PKK.DN.IDBDJ.2511.001182,TITAN 26,"TRANS POWER MARINE TBK, PT",Realization,3114.0,91.44,BANJARMASIN,2025-11-12 15:00,PKK.DN.IDBDJ.2511.001182,SPB.IDBDJ.1125.0001625,TITAN 26,2025-11-14T15:00:00.000Z,TITAN 26,3114,91.44,PULAU BAKUT,REDE TRISAKTI,"TRANS POWER MARINE TBK, PT",IDBDJ-PLD-SPK.2511.057651,PKK.DN.IDBDJ.2511.001182,TT2625000001,DHANI ARDIANSYAH,11-11-2025 19:26,11-11-2025 19:27,,,,,,BANJARMASIN,BELUM VERIFIKASI
YFEB57000045,PKK.DN.IDKBU.2511.000288,SAMUDRA SINDO  88,PT. SPECTRA TIRTASEGARA LINES,Realization,2770.0,76.2,KOTABARU,2025-11-13 07:00,PKK.DN.IDKBU.2511.000288,SPB.IDKBU.1125.0000447,SAMUDRA SINDO  88,2025-11-16T23:45:00.000Z,SAMUDRA SINDO  88,2770,76.2,LAUT,REDE STAGEN,PT. SPECTRA TIRTASEGARA LINES,IDKBU-PLD-SPK.2511.011806,PKK.DN.IDKBU.2511.000288,YFEB57000045,FARHAT WAKID,11-11-2025 19:37,11-11-2025 20:08,,,,,,KOTABARU,BELUM VERIFIKASI
SI8813000034,PKK.DN.IDGRE.2511.000290,SINGSING 88,"LINTAS SERAM MANDIRI, PT",Realization,897.0,56.42,TANJUNG PERAK,2025-11-22 02:00,PKK.DN.IDGRE.2511.000290,SPB.IDGRE.1125.0000642,SINGSING 88,2025-11-23T08:00:00.000Z,SINGSING 88,897,56.42,LAUT,AREA REDE DALAM,"LINTAS SERAM MANDIRI, PT",IDGRE-PLD-SPK.2511.012910,PKK.DN.IDGRE.2511.000290,SI8813000034,SUPARWO,12-11-2025 13:11,12-11-2025 16:12,,,,,,ZONA GRESIK,BELUM VERIFIKASI
SG7713000008,PKK.DN.IDSUB.2511.000373,SUKSES GLOBAL,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2234.0,91.13,TANJUNG PERAK,2025-11-14 12:00,PKK.DN.IDSUB.2511.000373,SPB.IDSUB.1125.0000601,SUKSES GLOBAL,2025-11-16T16:00:00.000Z,SUKSES GLOBAL,2234,91.13,LAUT,SEMAMPIR DERMAGA BARAT,"PERTAMINA TRANS KONTINENTAL, PT",IDSUB-PLD-SPK.2511.028499,PKK.DN.IDSUB.2511.000373,SG7713000008,EKO SUMARYANTO,14-11-2025 23:23,15-11-2025 03:14,KT. JAYANEGARA 308,KRESNA 3116,,15-11-2025 02:23,15-11-2025 03:06,ZONA SURABAYA,BELUM VERIFIKASI
MEO313000006,PKK.DN.IDGRE.2511.000284,METRO 03,"LINTAS SERAM MANDIRI, PT",Realization,1316.0,61.45,TANJUNG PERAK,2025-11-23 02:00,PKK.DN.IDGRE.2511.000284,SPB.IDGRE.1125.0000627,METRO 03,2025-11-23T00:30:00.000Z,METRO 03,1316,61.45,LAUT,AREA REDE DALAM,"LINTAS SERAM MANDIRI, PT",IDGRE-PLD-SPK.2511.012909,PKK.DN.IDGRE.2511.000284,MEO313000006,ABD. MALIK IBROHIM,12-11-2025 14:53,12-11-2025 15:01,,,,,,ZONA GRESIK,BELUM VERIFIKASI
QQXX57000008,PKK.DN.IDKBU.2511.000287,JHONLIN 003,PT. IDT TRANS AGENCY,Realization,35834.0,199.98,KOTABARU,2025-11-17 15:30,PKK.DN.IDKBU.2511.000287,SPB.IDKBU.1125.0000616,JHONLIN 003,2025-11-23T07:00:00.000Z,JHONLIN 003,35834,199.98,LAUT,STS TG PEMANCING,PT. IDT TRANS AGENCY,IDKBU-PLD-SPK.2511.011821,PKK.DN.IDKBU.2511.000287,QQXX57000008,UNTUNG ALFI AJI,09-11-2025 11:55,09-11-2025 12:35,,,,,,STS KOTABARU,BELUM VERIFIKASI
K4UO09000010,PKK.LN.IDSRG.2511.000093,SITC BATANGAS,"PELAYARAN FITRIA ANTARNUSA SAMUDERA, PT",Realization,26771.0,188.8,TANJUNG EMAS,2025-11-14 08:00,PKK.LN.IDSRG.2511.000093,SPB.IDSRG.1125.0000151,SITC BATANGAS,2025-11-14T19:00:00.000Z,SITC BATANGAS,26771,188.8,LAUT,TPKS,"PELAYARAN FITRIA ANTARNUSA SAMUDERA, PT",IDSRG-PLD-SPK.2511.006820,PKK.LN.IDSRG.2511.000093,K4UO09000010,IMAM WAHYUDI,14-11-2025 01:03,14-11-2025 02:04,KRESNA 315,KT. GALUH 2,,14-11-2025 01:25,14-11-2025 02:20,ZONA SEMARANG,BELUM VERIFIKASI
SMM883000007,PKK.DN.IDSMQ.2511.000186,SAMUDERA MANDIRI 8,"PENASCOP MARITIM INDONESIA, PT",Realization,2194.0,82.3,SAMPIT,2025-11-15 15:00,PKK.DN.IDSMQ.2511.000186,SPB.IDSMQ.1125.0000409,SAMUDERA MANDIRI 8,2025-11-22T16:00:00.000Z,SAMUDERA MANDIRI 8,2194,82.3,LAUT,REDE UMUM,"PENASCOP MARITIM INDONESIA, PT",IDSMQ-PLD-SPK.2511.009584,PKK.DN.IDSMQ.2511.000186,SMM883000007,CAHYO WIDHY SULISTYANTO,13-11-2025 23:44,14-11-2025 00:15,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
000W29000104,PKK.DN.IDKOE.2511.000067,WILIS,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,2620.0,74.0,TENAU KUPANG,2025-11-11 01:30,PKK.DN.IDKOE.2511.000067,SPB.IDKOE.1125.0000075,WILIS,2025-11-11T01:00:00.000Z,WILIS,2620,74,LAUT,DERMAGA PENUMPANG PELABUHAN TENAU KUPANG,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",IDKOE-PLD-SPK.2511.003367,PKK.DN.IDKOE.2511.000067,000W29000104,JOKO RIAWAN	,10-11-2025 23:09,10-11-2025 23:39,ANOMAN I,,,10-11-2025 23:18,10-11-2025 23:38,ZONA KUPANG,BELUM VERIFIKASI
AYOH25000003,PKK.DN.IDBDJ.2511.001131,SAHOYA,"MASADA JAYA LINES, PT",Realization,2539.0,82.3,BANJARMASIN,2025-11-16 15:00,PKK.DN.IDBDJ.2511.001131,SPB.IDBDJ.1125.0002424,SAHOYA,2025-11-20T15:00:00.000Z,SAHOYA,2539,82.3,LAUT,REDE TRISAKTI,"MASADA JAYA LINES, PT",IDBDJ-PLD-SPK.2511.057596,PKK.DN.IDBDJ.2511.001131,AYOH25000003,EDWIN WIRA CANDRA,22-11-2025 07:37,22-11-2025 20:49,,,,,,BANJARMASIN,BELUM VERIFIKASI
TR1083000012,PKK.DN.IDSMQ.2511.000177,TIMUR 10,"PELAYARAN ANDHARA ADHYA JAYA, PT",Realization,2013.0,76.2,SAMPIT,2025-11-15 09:00,PKK.DN.IDSMQ.2511.000177,SPB.IDSMQ.1125.0000340,TIMUR 10,2025-11-19T05:00:00.000Z,TIMUR 10,2013,76.2,LAUT,REDE UMUM,"PELAYARAN ANDHARA ADHYA JAYA, PT",IDSMQ-PLD-SPK.2511.009541,PKK.DN.IDSMQ.2511.000177,TR1083000012,FRYSON,11-11-2025 14:55,11-11-2025 15:25,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
M99283000002,PKK.LN.IDSMQ.2511.000181,MV. HOA BINH 27,"PANCARAN SAMUDERA SAKTI, PT",Realization,1455.0,74.23,SAMPIT,2025-11-15 16:30,PKK.LN.IDSMQ.2511.000181,SPB.IDSMQ.1125.0000398,MV. HOA BINH 27,2025-11-22T09:30:00.000Z,MV. HOA BINH 27,1455,74.23,LAUT,AREA LABUH AREA KOLAM PELABUHAN BAGENDANG,"PANCARAN SAMUDERA SAKTI, PT",IDSMQ-PLD-SPK.2511.009565,PKK.LN.IDSMQ.2511.000181,M99283000002,SUBEHAN,11-11-2025 23:36,12-11-2025 02:09,,,,,,ZONA BAGENDANG,BELUM VERIFIKASI
D5J225000117,PKK.DN.IDBDJ.2511.001098,MBP 1203,"TERA LOGISTIC INDONESIA, PT",Realization,5340.0,111.25,BANJARMASIN,2025-11-13 15:00,PKK.DN.IDBDJ.2511.001098,SPB.IDBDJ.1125.0001633,MBP 1203,2025-11-14T15:00:00.000Z,MBP 1203,5340,111.25,PULAU BAKUT,REDE TRISAKTI,"TERA LOGISTIC INDONESIA, PT",IDBDJ-PLD-SPK.2511.057545,PKK.DN.IDBDJ.2511.001098,D5J225000117,RUDY GANDA BUDY,10-11-2025 11:13,10-11-2025 19:42,,,,,,BANJARMASIN,BELUM VERIFIKASI
PL7713000036,PKK.DN.IDSUB.2511.000346,PANTAI LAMONG,"BERKAH BUMI SAMUDERA, PT",Realization,571.0,57.02,TANJUNG PERAK,2025-11-14 23:00,nan,,,,PANTAI LAMONG,571,57.02,LAUT,ZONA LABUH 2 (SURABAYA),"BERKAH BUMI SAMUDERA, PT",IDSUB-PLD-SPK.2511.028108,PKK.DN.IDSUB.2511.000346,PL7713000036,AKIF PRADIAS PUTRO,10-11-2025 14:28,10-11-2025 14:29,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
63AI13000006,PKK.DN.IDGRE.2511.000254,PRIMA BAHARI XXVI,"ALFAINDO KARYA KARTIKA, PT",Realization,1440.0,67.3,TANJUNG PERAK,2025-11-30 00:00,PKK.DN.IDGRE.2511.000254,SPB.IDGRE.1125.0000635,PRIMA BAHARI XXVI,2025-11-24T00:00:00.000Z,PRIMA BAHARI XXVI,1440,67.3,LAUT,AREA REDE DALAM,"ALFAINDO KARYA KARTIKA, PT",IDGRE-PLD-SPK.2511.012855,PKK.DN.IDGRE.2511.000254,63AI13000006,SUTAJI,10-11-2025 09:10,10-11-2025 09:49,,,,,,ZONA GRESIK,BELUM VERIFIKASI
LNQS13000010,PKK.DN.IDGRE.2511.000249,Maspapua 8,PT. Masindo Mitra Papua,Realization,2808.0,82.35,TANJUNG PERAK,2025-11-15 03:00,nan,,,,Maspapua 8,2808,82.35,LAUT,AREA REDE DALAM,PT. Masindo Mitra Papua,IDGRE-PLD-SPK.2511.012844,PKK.DN.IDGRE.2511.000249,LNQS13000010,ERWAN PEMILUWANTO,10-11-2025 04:42,10-11-2025 04:43,,,,,,ZONA GRESIK,BELUM VERIFIKASI
SSC883000004,PKK.DN.IDSMQ.2511.000169,SAHABAT KAPUAS MANDIRI XXXIX,SUMBER SUNGAI MENTAYA,Realization,2496.0,82.3,SAMPIT,2025-11-15 14:00,nan,,,,SAHABAT KAPUAS MANDIRI XXXIX,2496,82.3,LAUT,REDE UMUM,SUMBER SUNGAI MENTAYA,IDSMQ-PLD-SPK.2511.009505,PKK.DN.IDSMQ.2511.000169,SSC883000004,FATHURRAHMAN ARIEF,12-11-2025 15:02,12-11-2025 15:45,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
3F4Q83000006,PKK.DN.IDSMQ.2511.000171,R W 8,SUMBER SUNGAI MENTAYA,Realization,912.0,54.42,SAMPIT,2025-11-15 14:00,PKK.DN.IDSMQ.2511.000171,SPB.IDSMQ.1125.0000395,R W 8,2025-11-21T16:00:00.000Z,R W 8,912,54.42,LAUT,REDE UMUM,SUMBER SUNGAI MENTAYA,IDSMQ-PLD-SPK.2511.009506,PKK.DN.IDSMQ.2511.000171,3F4Q83000006,CAHYO WIDHY SULISTYANTO,11-11-2025 14:58,11-11-2025 15:33,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
GT0957000005,PKK.DN.IDSTU.2511.000031,GOLD TRANS 309,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,3142.0,91.44,KOTABARU,2025-11-04 15:00,PKK.DN.IDSTU.2511.000031,SPB.IDSTU.1125.0000402,GOLD TRANS 309,2025-11-15T15:55:00.000Z,,,,,,,,nan,,,,,,,,,,,
O4CX25000027,PKK.DN.IDBDJ.2511.001034,RIMAU 3311,"RIMAU BAHTERA SHIPPING, PT",Realization,4227.0,100.58,BANJARMASIN,2025-11-30 09:20,PKK.DN.IDBDJ.2511.001034,SPB.IDBDJ.1125.0002606,RIMAU 3311,2025-11-21T23:00:00.000Z,RIMAU 3311,4227,100.58,PULAU BAKUT,REDE TRISAKTI,"RIMAU BAHTERA SHIPPING, PT",IDBDJ-PLD-SPK.2511.057484,PKK.DN.IDBDJ.2511.001034,O4CX25000027,FIRMAN SYAIFULAH,09-11-2025 23:33,09-11-2025 23:35,,,,,,BANJARMASIN,BELUM VERIFIKASI
8Z7225000091,PKK.DN.IDBDJ.2511.001026,MOANA V,PT Jaya Agensi Kapal Indonesia,Realization,3145.0,87.78,BANJARMASIN,2025-11-10 15:00,PKK.DN.IDBDJ.2511.001026,SPB.IDBDJ.1125.0001782,MOANA V,2025-11-15T17:00:00.000Z,MOANA V,3145,87.78,PULAU BAKUT,REDE TRISAKTI,PT Jaya Agensi Kapal Indonesia,IDBDJ-PLD-SPK.2511.057476,PKK.DN.IDBDJ.2511.001026,8Z7225000091,FIRMAN SYAIFULAH,09-11-2025 23:33,09-11-2025 23:35,,,,,,BANJARMASIN,BELUM VERIFIKASI
PL7713000035,PKK.DN.IDSUB.2511.000330,PANTAI LAMONG,"SALAM PACIFIC INDONESIA LINES, PT",Realization,571.0,57.02,TANJUNG PERAK,2025-11-11 23:00,nan,,,,PANTAI LAMONG,571,57.02,LAUT,ZONA LABUH 2 (SURABAYA),"SALAM PACIFIC INDONESIA LINES, PT",IDSUB-PLD-SPK.2511.028070,PKK.DN.IDSUB.2511.000330,PL7713000035,SUPRIYATNO,09-11-2025 20:23,09-11-2025 20:23,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
G1TN25000001,PKK.DN.IDBDJ.2511.001010,GOLD TRANS 3016,"TRANS POWER MARINE TBK, PT",Realization,3649.0,91.44,BANJARMASIN,2025-11-11 15:00,PKK.DN.IDBDJ.2511.001010,SPB.IDBDJ.1125.0001679,GOLD TRANS 3016,2025-11-14T15:00:00.000Z,GOLD TRANS 3016,3649,91.44,PULAU BAKUT,REDE TRISAKTI,"TRANS POWER MARINE TBK, PT",IDBDJ-PLD-SPK.2511.057468,PKK.DN.IDBDJ.2511.001010,G1TN25000001,PRAMADONA,10-11-2025 01:59,10-11-2025 02:00,,,,,,BANJARMASIN,BELUM VERIFIKASI
UOVR25000141,PKK.DN.IDBDJ.2511.000998,MBP 1520,"TERA LOGISTIC INDONESIA, PT",Realization,7874.0,120.0,BANJARMASIN,2025-11-12 15:00,nan,,,,MBP 1520,7874,120,PULAU BAKUT,REDE TRISAKTI,"TERA LOGISTIC INDONESIA, PT",IDBDJ-PLD-SPK.2511.057429,PKK.DN.IDBDJ.2511.000998,UOVR25000141,FISAR BACHTIAR,09-11-2025 21:26,09-11-2025 21:55,,,,,,BANJARMASIN,BELUM VERIFIKASI
KY1083000009,PKK.DN.IDSMQ.2511.000148,KARYA 10,"PELAYARAN ANDHARA ADHYA JAYA, PT",Realization,2013.0,73.15,SAMPIT,2025-11-15 09:00,PKK.DN.IDSMQ.2511.000148,SPB.IDSMQ.1125.0000347,KARYA 10,2025-11-19T10:00:00.000Z,KARYA 10,2013,73.15,LAUT,REDE UMUM,"PELAYARAN ANDHARA ADHYA JAYA, PT",IDSMQ-PLD-SPK.2511.009509,PKK.DN.IDSMQ.2511.000148,KY1083000009,CAHYO WIDHY SULISTYANTO,11-11-2025 14:57,11-11-2025 15:32,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
B29857000001,PKK.DN.IDKBU.2408.000801,BAIDURI 30298,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3136.0,91.52,KOTABARU,2024-08-29 01:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
OP0013000012,PKK.DN.IDSUB.2511.000322,ORIENTAL PACIFIC,"SALAM PACIFIC INDONESIA LINES, PT",Realization,6088.0,127.73,TANJUNG PERAK,2025-11-11 16:00,PKK.DN.IDSUB.2511.000322,SPB.IDSUB.1125.0000437,ORIENTAL PACIFIC,2025-11-12T11:00:00.000Z,ORIENTAL PACIFIC,6088,127.73,LAUT,DERMAGA BERLIAN,"SALAM PACIFIC INDONESIA LINES, PT",IDSUB-PLD-SPK.2511.028066,PKK.DN.IDSUB.2511.000322,OP0013000012,RAHARJO BASUKI,10-11-2025 23:01,11-11-2025 01:24,TB. SEMAR 83,TB AAL VICTORY ,,11-11-2025 00:54,11-11-2025 01:26,ZONA SURABAYA,BELUM VERIFIKASI
V1U425000008,PKK.DN.IDBDJ.2511.000958,BINA SAMUDERA 33,"BINA BANUA SAMUDERA, PT",Realization,2505.0,82.3,BANJARMASIN,2025-11-09 11:00,PKK.DN.IDBDJ.2511.000958,SPB.IDBDJ.1125.0002248,BINA SAMUDERA 33,2025-11-19T10:00:00.000Z,BINA SAMUDERA 33,2505,82.3,LAUT,REDE TRISAKTI,"BINA BANUA SAMUDERA, PT",IDBDJ-PLD-SPK.2511.057400,PKK.DN.IDBDJ.2511.000958,V1U425000008,SULIS GIANTO,10-11-2025 13:40,10-11-2025 14:41,,,,,,BANJARMASIN,BELUM VERIFIKASI
444I23000006,PKK.DN.IDBJU.2511.000054,INFINITY,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,11989.0,151.79,TANJUNG WANGI,2025-11-15 09:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
W3RO13000012,PKK.DN.IDGRE.2511.000226,AMAZING GRACE 87,"QUANTA INTI MANDIRI, PT",Realization,1598.0,79.52,TANJUNG PERAK,2025-11-12 16:00,nan,,,,AMAZING GRACE 87,1598,79.52,LAUT,AREA REDE DALAM,"QUANTA INTI MANDIRI, PT",IDGRE-PLD-SPK.2511.012811,PKK.DN.IDGRE.2511.000226,W3RO13000012,DIRMAN,09-11-2025 08:36,09-11-2025 10:14,,,,,,ZONA GRESIK,BELUM VERIFIKASI
HT0525000014,PKK.DN.IDBDJ.2511.000934,CAKRAWALA XXXIII 2024,SARANA MARITIM SEJAHTERA PT,Realization,3510.0,91.44,BANJARMASIN,2025-11-08 22:00,PKK.DN.IDBDJ.2511.000934,SPB.IDBDJ.1125.0001656,CAKRAWALA XXXIII 2024,2025-11-14T15:00:00.000Z,CAKRAWALA XXXIII 2024,3510,91.44,PULAU BAKUT,REDE TRISAKTI,SARANA MARITIM SEJAHTERA PT,IDBDJ-PLD-SPK.2511.057350,PKK.DN.IDBDJ.2511.000934,HT0525000014,AKHADI MUHAMMAD,08-11-2025 21:32,08-11-2025 22:32,,,,,,BANJARMASIN,BELUM VERIFIKASI
H02257000016,PKK.DN.IDKBU.2511.000235,HI 02,PT. IDT TRANS AGENCY,Realization,27819.0,189.8,KOTABARU,2025-11-15 15:30,PKK.DN.IDKBU.2511.000235,SPB.IDKBU.1125.0000613,HI 02,2025-11-23T03:30:00.000Z,HI 02,27819,189.8,LAUT,STS TG PEMANCING,PT. IDT TRANS AGENCY,IDKBU-PLD-SPK.2511.011707,PKK.DN.IDKBU.2511.000235,H02257000016,DEDIK DWI CAHYANTO,08-11-2025 12:45,08-11-2025 13:30,,,,,,STS KOTABARU,BELUM VERIFIKASI
AKR557000061,PKK.DN.IDKBU.2511.000232,AKRA 50,PT. SPECTRA TIRTASEGARA LINES,Realization,2601.0,79.25,KOTABARU,2025-11-10 07:00,PKK.DN.IDKBU.2511.000232,SPB.IDKBU.1125.0000482,AKRA 50,2025-11-18T07:00:00.000Z,AKRA 50,2601,79.25,LAUT,REDE STAGEN,PT. SPECTRA TIRTASEGARA LINES,IDKBU-PLD-SPK.2511.011701,PKK.DN.IDKBU.2511.000232,AKR557000061,UNTUNG ALFI AJI,09-11-2025 21:12,09-11-2025 21:23,,,,,,KOTABARU,BELUM VERIFIKASI
IO1831000002,PKK.DN.IDLBR.2511.000052,INDO OCEAN MARINE  18,"TRANS CAKRAWALA PERKASA, PT",Realization,2133.0,82.3,LEMBAR,2025-11-12 02:00,PKK.DN.IDLBR.2511.000052,SPB.IDLBR.1125.0000069,INDO OCEAN MARINE  18,2025-11-10T09:00:00.000Z,INDO OCEAN MARINE  18,2133,82.3,LAUT,LOKAL II,"TRANS CAKRAWALA PERKASA, PT",IDLBR-PLD-SPK.2511.003051,PKK.DN.IDLBR.2511.000052,IO1831000002,ILHAM FERYADI,09-11-2025 13:54,09-11-2025 15:20,ANGGADA XV,,,09-11-2025 13:35,09-11-2025 13:35,ZONA LEMBAR,BELUM VERIFIKASI
