no_pkk,no_pkk_inaportnet,vessel_name_spb,company_name,name_process_code,gt,loa,name_branch,departure_date,nomor_pkk,nomor_spb,vessel_name_wasop,waktu_tolak,NAMA KAPAL,GT,LOA,DARI,KE,PERUSAHAAN,NO SPK PANDU,NO PKK INAPORTNET,NO PKK,NAMA PANDU,MULAI PANDU,SELESAI PANDU,KAPAL TUNDA 1,KAPAL TUNDA 2,KAPAL TUNDA 3,MULAI TUNDA,SELESAI TUNDA,ZONA,STATUS NOTA
MPI113000024,PKK.DN.IDSUB.2501.000337,MITRA PROGRESS III,"SAMUDRA RAYA INDO LINES, PT",Realization,4529.0,100.6,TANJUNG PERAK,2025-01-14 09:00,nan,,,,MITRA PROGRESS III,4529,100.6,LAUT,ZONA LABUH 3 (SURABAYA),"SAMUDRA RAYA INDO LINES, PT",IDSUB-SPK.2501.000764,PKK.DN.IDSUB.2501.000337,MPI113000024,TEMMY KRISTOF REGULUS SILOOY,11-01-2025 02:42,11-01-2025 03:02,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
SN3025000058,PKK.DN.IDBDJ.2501.000924,SANTAN 301,"MULTI LINE BORNEO, PT",Request PPKB,3135.0,91.44,BANJARMASIN,2025-01-12 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
RMH557000001,PKK.DN.IDKBU.2407.000425,LIANA XXV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2024-07-19 06:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
PAT325000067,PKK.DN.IDBDJ.2501.000705,PATRIA 3211,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4162.0,97.6,BANJARMASIN,2025-01-09 08:45,nan,,,,,,,,,,,nan,,,,,,,,,,,
SKJ183000002,PKK.DN.IDSMQ.2501.000100,SKJ 01,"RIZQI SAMUDERA INDONESIA, PT",Realization,1952.0,76.25,SAMPIT,2025-01-14 14:00,nan,,,,SKJ 01,1952,76.25,LAUT,REDE UMUM,"RIZQI SAMUDERA INDONESIA, PT",IDSMQ-SPK.2501.000218,PKK.DN.IDSMQ.2501.000100,SKJ183000002,ISWANTO,11-01-2025 10:53,11-01-2025 11:16,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
BME357000001,PKK.DN.IDKBU.2501.000127,BUMI ELAEIS TIGA,PT. TARUNA CIPTA KENCANA,Request PPKB,1174.0,51.82,KOTABARU,2025-01-09 02:30,PKK.DN.IDKBU.2501.000127,SPB.IDKBU.0125.0000324,BUMI ELAEIS TIGA,2025-01-13T07:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
LUPU27000003,PKK.LN.IDBOA.2501.000585,PACIFIC CENTURION,TRANS CAKRAWALA PERKASA. PT,Request PPKB,4566.0,86.0,BENOA,2025-01-08 04:00,PKK.LN.IDBOA.2501.000585,SPB.IDBOA.0125.0000749,PACIFIC CENTURION,2025-01-07T09:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
BROO57000001,PKK.DN.IDKBU.2412.000615,BROOKLYN,PT. ALWIESTA NIAGA MANDIRI,Realization,3145.0,91.44,KOTABARU,2024-12-24 15:00,PKK.DN.IDKBU.2412.000615,SPB.IDKBU.0125.0000271,BROOKLYN,2025-01-11T03:00:00.000Z,BROOKLYN,3145,91.44,REDE TARJUN,REDE BATULICIN,PT. ALWIESTA NIAGA MANDIRI,IDKBU-SPK.2501.000177,PKK.DN.IDKBU.2412.000615,BROO57000001,MUHAMAD KOMARUDIN,05-01-2025 18:52,05-01-2025 19:20,,,,,,KOTABARU,BELUM VERIFIKASI
0JKE74000002,PKK.DN.IDKUM.2501.000019,TRIBAHARI III,"DELANG MAKMUR JAYA, PT",Request PPKB,4131.0,94.5,KUMAI,2025-01-15 10:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
X7DP13000006,PKK.DN.IDSUB.2501.000103,CIPTA JAYA HARAPAN 8,PT. KKP JAYA AGENSI ,Request PPKB,1335.0,80.76,TANJUNG PERAK,2025-01-18 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
P01513000001,PKK.DN.IDGRE.2412.000398,PSB 3015,"HARAPAN CIPTA PERKASA, PT",Request PPKB,3418.0,91.44,TANJUNG PERAK,2024-12-26 11:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
IY4E57000001,PKK.DN.IDKBU.2307.000270,LIANA XXIV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2023-07-11 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
6TXS57000001,PKK.DN.IDKBU.2310.000659,LIANA XVI,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4300.0,100.58,KOTABARU,2023-10-25 03:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
T3H725000002,PKK.DN.IDBDJ.2501.000221,KARENINA 2701,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2122.0,82.3,BANJARMASIN,2025-01-04 07:59,PKK.DN.IDBDJ.2501.000221,SPB.IDBDJ.0125.0000272,KARENINA 2701,2025-01-03T14:00:00.000Z,KARENINA 2701,2122,82.3,PULAU BAKUT,REDE TRISAKTI,"SAUFA KHALID MARITIM SAMUDERA, PT",IDBDJ-SPK.2501.000298,PKK.DN.IDBDJ.2501.000221,T3H725000002,ERWIN BUDI HARTO,20-01-2025 17:53,20-01-2025 17:55,,,,,,BANJARMASIN,BELUM VERIFIKASI
INMU25000012,PKK.DN.IDBDJ.2501.000074,INDO MUARA,PT Immanu Sukses Bersama,Realization,3071.0,91.5,BANJARMASIN,2025-01-10 15:00,PKK.DN.IDBDJ.2501.000074,SPB.IDBDJ.0125.0000335,INDO MUARA,2025-01-04T15:00:00.000Z,INDO MUARA,3071,91.5,PULAU BAKUT,REDE TRISAKTI,PT Immanu Sukses Bersama,IDBDJ-SPK.2501.000165,PKK.DN.IDBDJ.2501.000074,INMU25000012,GATOT SUPENDI,03-01-2025 01:57,03-01-2025 01:58,,,,,,BANJARMASIN,BELUM VERIFIKASI
EH0725000050,PKK.DN.IDBDJ.2501.000087,EHAL2018 07,MEGA BAHTERA KENCANA PT,Request PPKB,3075.0,91.44,BANJARMASIN,2025-01-03 10:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
LI3457000001,PKK.DN.IDKBU.2307.000267,LIANA XXXIV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2023-07-10 14:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
GTR857000001,PKK.DN.IDSTU.2312.000042,GOLD TRANS 3008,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,3111.0,91.5,KOTABARU,2023-12-05 15:00,PKK.DN.IDSTU.2312.000042,SPB.IDSTU.0525.0000393,GOLD TRANS 3008,2025-05-18T15:50:00.000Z,,,,,,,,nan,,,,,,,,,,,
LS6625000002,PKK.DN.IDBDJ.2412.004003,LINTAS SAMUDERA 66,"SINAR BINTANG DUTA MULIA, PT",Realization,4305.0,100.65,BANJARMASIN,2025-01-10 15:00,PKK.DN.IDBDJ.2412.004003,SPB.IDBDJ.0125.0002576,LINTAS SAMUDERA 66,2025-01-22T15:00:00.000Z,LINTAS SAMUDERA 66,4305,100.65,PULAU BAKUT,REDE TRISAKTI,"SINAR BINTANG DUTA MULIA, PT",IDBDJ-SPK.2412.068768,PKK.DN.IDBDJ.2412.004003,LS6625000002,MACS REINER PEITERZON WANDA,13-01-2025 10:35,13-01-2025 11:14,,,,,,BANJARMASIN,BELUM VERIFIKASI
BUP657000003,PKK.DN.IDKBU.2412.000323,BUMI PALMA ENAM,PT. TARUNA CIPTA KENCANA,Request PPKB,2666.0,79.25,KOTABARU,2024-12-18 02:00,PKK.DN.IDKBU.2412.000323,SPB.IDKBU.0125.0000219,BUMI PALMA ENAM,2025-01-09T02:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
E9LR60000004,PKK.DN.IDCEB.2412.000067,INTAN 51,PT. BAYU CIPTA SAMUDERA,Request PPKB,1009.0,66.3,CELUKAN BAWANG,2025-01-06 22:00,PKK.DN.IDCEB.2412.000067,SPB.IDCEB.0425.0000025,INTAN 51,2025-04-12T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
OB2V57000002,PKK.DN.IDKBU.2311.000140,LIANA L,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3351.0,91.44,KOTABARU,2023-11-05 14:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
VXRV25000002,PKK.DN.IDBDJ.2412.003868,LINTAS SAMUDERA 138,"SINAR BINTANG DUTA MULIA, PT",Realization,3123.0,91.44,BANJARMASIN,2025-01-09 15:00,nan,,,,LINTAS SAMUDERA 138,3123,91.44,PULAU BAKUT,REDE TRISAKTI,"SINAR BINTANG DUTA MULIA, PT",IDBDJ-SPK.2412.068595,PKK.DN.IDBDJ.2412.003868,VXRV25000002,KUSNADI,22-01-2025 01:13,22-01-2025 02:13,,,,,,BANJARMASIN,BELUM VERIFIKASI
NULE13000007,PKK.DN.IDSUB.2412.001066,NUSA LEASE,"JAGAT MARITIM PERSADA, PT",Realization,1448.0,70.09,TANJUNG PERAK,2025-01-04 11:27,nan,,,,NUSA LEASE,1448,70.1,LAUT,ZONA LABUH 1 (REDE SURABAYA),"JAGAT MARITIM PERSADA, PT",IDSUB-SPK.2412.031736,PKK.DN.IDSUB.2412.001066,NULE13000007,ACHMAD SU'UDI,01-01-2025 08:07,01-01-2025 12:38,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
L31825000033,PKK.DN.IDBDJ.2412.003780,LMN 318,"SINAR BINTANG DUTA MULIA, PT",Realization,4103.0,94.9,BANJARMASIN,2025-01-10 15:00,PKK.DN.IDBDJ.2412.003780,SPB.IDBDJ.0125.0000053,LMN 318,2025-01-01T15:00:00.000Z,LMN 318,4103,94.9,PULAU BAKUT,REDE TRISAKTI,"SINAR BINTANG DUTA MULIA, PT",IDBDJ-SPK.2412.068456,PKK.DN.IDBDJ.2412.003780,L31825000033,RIDHO BAYU TRAGEDI,12-01-2025 21:50,12-01-2025 22:50,,,,,,BANJARMASIN,BELUM VERIFIKASI
CB5M57000001,PKK.DN.IDKBU.2412.000785,LIMA MUTIARA,PT. SAMUDERA INDAH NUSANTARA,Realization,678.0,54.8,KOTABARU,2024-12-31 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
LI8857000001,PKK.DN.IDKBU.2412.000361,LINTAS IX,PT. SINAR MARITIME PERKASA,Request PPKB,1735.0,78.5,KOTABARU,2024-12-17 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
FX0057000001,PKK.DN.IDKBU.2412.000362,FERY XII,PT. SINAR MARITIME PERKASA,Request PPKB,1506.0,80.0,KOTABARU,2024-12-19 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
SD1025000020,PKK.DN.IDBDJ.2412.003524,SAMUDERA MANDIRI 10,"SINAR BINTANG DUTA MULIA, PT",Realization,2228.0,82.3,BANJARMASIN,2025-01-06 15:00,PKK.DN.IDBDJ.2412.003524,SPB.IDBDJ.0125.0002008,SAMUDERA MANDIRI 10,2025-01-17T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
LMN825000023,PKK.DN.IDBDJ.2412.003390,LMN 308,"SINAR BINTANG DUTA MULIA, PT",Realization,3107.0,87.78,BANJARMASIN,2025-01-06 15:00,nan,,,,LMN 308,3107,87.78,REDE TRISAKTI,REDE TRISAKTI,"SINAR BINTANG DUTA MULIA, PT",IDBDJ-SPK.2412.068322,PKK.DN.IDBDJ.2412.003390,LMN825000023,TRIONO LISWIGIANTO,28-02-2025 20:00,28-02-2025 20:00,,,,,,BANJARMASIN,BELUM VERIFIKASI
MKRR57000001,PKK.DN.IDSTU.2412.000352,MKR,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3106.0,91.4,KOTABARU,2024-12-25 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
S06857000001,PKK.DN.IDKBU.2408.000876,SATRIA LAUT 3068,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3346.0,91.44,KOTABARU,2024-08-31 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
S16357000049,PKK.DN.IDKBU.2412.000659,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2024-12-25 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
MNSB57000001,PKK.LN.IDKBU.2412.000641,MV. SHUN TONG,PT. INTERNASIONAL TOTAL SERVICE & LOGISTIC,Request PPKB,44112.0,229.0,KOTABARU,2024-12-29 06:00,PKK.LN.IDKBU.2412.000641,SPB.IDKBU.0125.0000022,MV. SHUN TONG,2025-01-02T03:30:00.000Z,,,,,,,,nan,,,,,,,,,,,
RJ2383000004,PKK.DN.IDSMQ.2412.000300,RAJAWALI 2301,"RIZQI SAMUDERA INDONESIA, PT",Request PPKB,1442.0,70.09,SAMPIT,2024-12-30 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
ONFS25000062,PKK.DN.IDBDJ.2412.002950,ANT 989 2019,SARANA MARITIM SEJAHTERA PT,Request PPKB,3106.0,91.4,BANJARMASIN,2024-12-22 22:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
SAX213000016,PKK.DN.IDSUB.2412.000810,SUCCESS ALTAIR XLII,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,12358.0,149.3,TANJUNG PERAK,2024-12-25 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
RZZX57000001,PKK.DN.IDKBU.2311.000218,LIANA XLVIII,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4362.0,100.58,KOTABARU,2023-11-08 04:00,PKK.DN.IDKBU.2311.000218,SPB.IDKBU.0725.0000510,LIANA XLVIII,2025-07-21T06:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
MI0026000012,PKK.DN.IDCXP.2411.000077,MARGARETHA I,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,1076.0,67.95,TANJUNG INTAN,2024-11-23 00:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
88OA13000003,PKK.DN.IDSUB.2412.000696,MELADYA,PT.JAWA DWIPA PERDANA,Realization,708.0,54.86,TANJUNG PERAK,2024-12-31 17:00,nan,,,,MELADYA,708,54.86,LAUT,ZONA LABUH 3 (SURABAYA),PT.JAWA DWIPA PERDANA,IDSUB-SPK.2501.000813,PKK.DN.IDSUB.2412.000696,88OA13000003,DIRMAN,14-01-2025 09:28,14-01-2025 09:28,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
NYLS57000001,PKK.DN.IDKBU.2403.000414,LIANA LIV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3351.0,91.44,KOTABARU,2024-03-16 07:00,PKK.DN.IDKBU.2403.000414,SPB.IDKBU.0825.0000117,LIANA LIV,2025-08-05T05:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
131S13000007,PKK.DN.IDGRE.2412.000466,SURPLUS,ARMADA ANAK LAUT,Request PPKB,5598.0,98.17,TANJUNG PERAK,2024-12-26 01:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
ISE213000003,PKK.DN.IDGRE.2412.000451,ISE II,"AISDA SHIPPING SERVICE, PT",Realization,1040.0,61.28,TANJUNG PERAK,2024-12-22 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
EC9H57000001,PKK.DN.IDSTU.2302.000245,RMN 3311,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4337.0,100.58,KOTABARU,2023-02-19 15:00,PKK.DN.IDSTU.2302.000245,SPB.IDSTU.0525.0000351,RMN 3311,2025-05-16T15:55:00.000Z,,,,,,,,nan,,,,,,,,,,,
NG2L57000001,PKK.DN.IDSTU.2411.000568,RMN 3302,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4111.0,96.48,KOTABARU,2024-11-25 15:00,PKK.DN.IDSTU.2411.000568,SPB.IDSTU.0525.0000132,RMN 3302,2025-05-07T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
XYY913000001,PKK.DN.IDGRE.2412.000238,LIUS XIX,PT SARANA SURYA SEGARA,Realization,3197.0,91.5,TANJUNG PERAK,2024-12-18 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
Y9T257000001,PKK.DN.IDKBU.2312.000019,LIANA IV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3088.0,91.44,KOTABARU,2023-12-01 07:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
T3C425000002,PKK.LN.IDBDJ.2412.001995,BG. SAMUDRA MAJU 2,"WIRATRANS SAMUDERA, PT",Request PPKB,3980.0,95.38,BANJARMASIN,2024-12-15 14:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
S16357000047,PKK.DN.IDKBU.2412.000425,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2024-12-18 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
TM2025000012,PKK.DN.IDBDJ.2412.001786,TAMA 2720,"MULTI LINE BORNEO, PT",Request PPKB,2228.0,82.3,BANJARMASIN,2024-12-17 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
ZL5M57000001,PKK.DN.IDKBU.2307.000255,LIANA LIX,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4362.0,100.58,KOTABARU,2023-07-10 14:45,PKK.DN.IDKBU.2307.000255,SPB.IDKBU.0725.0000261,LIANA LIX,2025-07-11T14:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
8QNS57000004,PKK.DN.IDKBU.2410.000876,BUMI PALMA TIGA,PT. TARUNA CIPTA KENCANA,Request PPKB,2840.0,91.44,KOTABARU,2024-11-02 13:13,nan,,,,,,,,,,,nan,,,,,,,,,,,
8XAY57000001,PKK.DN.IDSTU.2409.000618,BINTANG TIMUR 1202,PT ALFA TRANS RAYA,Request PPKB,3145.0,87.78,KOTABARU,2024-09-30 03:19,PKK.DN.IDSTU.2409.000618,SPB.IDSTU.0125.0000440,BINTANG TIMUR 1202,2025-01-20T15:55:00.000Z,,,,,,,,nan,,,,,,,,,,,
MANO57000001,PKK.DN.IDKBU.2411.000609,MANOGIHON,PT. PRIMA SAMUDRA SAKTI,Request PPKB,2220.0,70.09,KOTABARU,2024-11-28 12:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
666I57000001,PKK.DN.IDKBU.2411.000875,INTI,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Request PPKB,805.0,56.5,KOTABARU,2024-12-04 21:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
8QNS57000005,PKK.DN.IDKBU.2411.000643,BUMI PALMA TIGA,PT. TARUNA CIPTA KENCANA,Request PPKB,2840.0,91.44,KOTABARU,2024-11-30 02:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
HYTC57000004,PKK.DN.IDSTU.2411.000593,CBS 3001,PT. LEMA SAMUDERA RAYA,Request PPKB,3469.0,91.44,KOTABARU,2024-11-29 16:04,PKK.DN.IDSTU.2411.000593,SPB.IDSTU.0225.0000394,CBS 3001,2025-02-19T15:55:00.000Z,,,,,,,,nan,,,,,,,,,,,
52R225000007,PKK.DN.IDBDJ.2412.000986,SATRIA LAUT 3058,BUANA MITRA SAMUDERA PT,Request PPKB,3037.0,91.44,BANJARMASIN,2024-12-14 00:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
2FTY57000001,PKK.DN.IDKBU.2401.000336,LIANA LXX,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4362.0,100.58,KOTABARU,2024-01-12 12:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
S16357000045,PKK.DN.IDKBU.2412.000194,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2024-12-10 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
7EVF57000001,PKK.DN.IDSTU.2412.000038,PACIFIC 3022,"PANCARAN SAMUDERA SAKTI, PT",Request PPKB,3271.0,87.78,KOTABARU,2024-12-05 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
900357000001,PKK.DN.IDSTU.2411.000570,MAX 9003,JANGKAR BAHUREKSO BERIBADAT,Request PPKB,3832.0,91.44,KOTABARU,2024-11-30 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
SANY57000001,PKK.DN.IDKBU.2307.000251,SANDYA II,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2023-07-11 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
WQE257000002,PKK.DN.IDKBU.2406.000597,LIANA V,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4307.0,100.58,KOTABARU,2024-06-24 07:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
WAS157000002,PKK.DN.IDSTU.2411.000426,LIANA LXIX,PT. AZAZ SHIPS SERVICES,Request PPKB,4362.0,100.58,KOTABARU,2024-11-21 10:00,PKK.DN.IDSTU.2411.000426,SPB.IDSTU.0125.0000113,LIANA LXIX,2025-01-06T18:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
3YE457000001,PKK.DN.IDKBU.2411.000649,MAX 8008,PT. PRIMA SAMUDRA SAKTI,Request PPKB,3254.0,91.44,KOTABARU,2024-11-23 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
TKLX57000001,PKK.DN.IDKBU.2307.000262,LIANA XXXV,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2023-07-11 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
ANXT57000001,PKK.DN.IDKBU.2407.000426,LIANA XXXVI,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2024-07-19 06:30,nan,,,,,,,,,,,nan,,,,,,,,,,,
SKM383000001,PKK.DN.IDSMQ.2412.000023,SAHABAT KAPUAS MANDIRI XXX,"SUMBER KAPUAS NUSANTARA, PT",Realization,946.0,54.82,SAMPIT,2024-12-10 14:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
97PM25000005,PKK.DN.IDBDJ.2412.000234,PST 613,"SAGA MAS LESTARI, PT",Request PPKB,3036.0,91.44,BANJARMASIN,2024-12-03 09:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
F7DB57000001,PKK.DN.IDSTU.2410.000244,RMN 359,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3141.0,87.86,KOTABARU,2024-10-13 15:55,PKK.DN.IDSTU.2410.000244,SPB.IDSTU.0625.0000475,RMN 359,2025-06-24T15:55:00.000Z,,,,,,,,nan,,,,,,,,,,,
K9VX25000008,PKK.DN.IDBDJ.2412.000015,PRIMA 11,"MULTI LINE BORNEO, PT",Request PPKB,3145.0,91.44,BANJARMASIN,2024-12-04 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
4OL657000007,PKK.DN.IDKBU.2411.000917,HUI HONG XI JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1361.0,50.4,KOTABARU,2024-12-07 15:00,PKK.DN.IDKBU.2411.000917,SPB.IDKBU.0625.0000186,HUI HONG XI JIA,2025-06-07T09:30:00.000Z,HUI HONG XI JIA,1361,50.4,AREA STS TERSUS PT. SUMBER DAYA ENERGI,STS TG PEMANCING,"ANANDA BINTANG ARUNG SAMUDERA, PT",IDKBU-SPK.2501.000574,PKK.DN.IDKBU.2411.000917,4OL657000007,FARHAT WAKID,18-01-2025 08:25,18-01-2025 08:55,,,,,,STS KOTABARU,BELUM VERIFIKASI
EUXB25000034,PKK.DN.IDBDJ.2411.004432,RATU MARYAM,"ARMADA SAMUDRA GLOBAL, PT",Realization,3748.0,96.31,BANJARMASIN,2024-12-02 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
S16357000043,PKK.DN.IDKBU.2411.000886,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2024-12-02 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
CIMM57000002,PKK.DN.IDKBU.2410.000576,CITRA MALINDO VIII,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,1493.0,64.01,KOTABARU,2024-10-21 08:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
AND925000008,PKK.DN.IDBDJ.2411.004314,ANAND 9,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,3226.0,91.44,BANJARMASIN,2024-11-29 13:35,nan,,,,,,,,,,,nan,,,,,,,,,,,
E11113000003,PKK.DN.IDGRE.2411.000833,ETZOMER 1601,"PELAYARAN TIARA PERDANA, PT",Request PPKB,3050.0,78.3,TANJUNG PERAK,2024-11-28 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
G00809000036,PKK.DN.IDSRG.2411.000302,GAS AURORA,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,2954.0,96.0,TANJUNG EMAS,2024-12-01 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
KOQ213000006,PKK.LN.IDSUB.2411.001108,EVER CHAMP,"EVERGREEN SHIPPING AGENCY INDONESIA, PT",Realization,18747.0,172.0,TANJUNG PERAK,2024-11-30 07:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
DPY357000003,PKK.DN.IDSTU.2410.000239,LIANA XXXIX,PT. AZAZ SHIPS SERVICES,Request PPKB,2629.0,84.12,KOTABARU,2024-10-15 07:48,nan,,,,,,,,,,,nan,,,,,,,,,,,
G8ZC25000005,PKK.DN.IDBDJ.2411.004189,NOBEL SEA 201,"PERUSAHAAN PELAYARAN RUSIANTO BERSAUDARA, PT",Request PPKB,2145.0,82.3,BANJARMASIN,2024-12-01 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
ZNFC57000002,PKK.DN.IDSTU.2411.000473,PACIFIC 3031,"PANCARAN SAMUDERA SAKTI, PT",Request PPKB,3272.0,87.78,KOTABARU,2024-11-22 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
MI0026000010,PKK.DN.IDCXP.2410.000073,MARGARETHA I,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,1076.0,67.95,TANJUNG INTAN,2024-10-23 16:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
QB0G13000001,PKK.DN.IDGRE.2411.000687,ZHE ZHUANG 7 HAO,"AMARTA JAYA TRANSLOGISTIK, PT",Realization,1392.0,60.64,TANJUNG PERAK,2024-11-25 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
MGV657000001,PKK.LN.IDSTU.2411.000531,MV. GREAT VOYAGE,PT. ANUGERAH MAHADAYA NUSANTARA,Request PPKB,34508.0,199.9,KOTABARU,2024-11-27 14:40,nan,,,,,,,,,,,nan,,,,,,,,,,,
S21013000009,PKK.DN.IDSUB.2411.000876,SURYA PERTIWI,"PELAYARAN RATU KIDUL NUSANTARA, PT",Request PPKB,1463.0,76.5,TANJUNG PERAK,2024-12-10 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
S16357000041,PKK.DN.IDKBU.2411.000637,SABUK NUSANTARA  111,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,1258.0,62.8,KOTABARU,2024-11-25 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
R02525000022,PKK.DN.IDBDJ.2411.003234,RIMAU 3025,"RIMAU BAHTERA SHIPPING, PT",Request PPKB,3389.0,87.78,BANJARMASIN,2024-11-24 04:38,nan,,,,,,,,,,,nan,,,,,,,,,,,
