no_pkk,no_pkk_inaportnet,vessel_name,company_name,name_process_code,gt,loa,name_branch,departure_date
NL8225000005,,NELLY 82,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3097.0,91.44,BANJARMASIN,2024-05-18T07:05:00.000Z
S70825000013,PKK.DN.IDBDJ.2405.001676,SUMBER JAYA 2522,"SINAR BINTANG DUTA MULIA, PT",Realization,2125.0,76.2,BANJARMASIN,2024-05-21T15:00:00.000Z
AP9925000004,,APURA 099,BUANA MITRA SAMUDERA PT,Realization,3578.0,94.49,BANJARMASIN,2024-05-14T02:00:00.000Z
S27825000008,PKK.DN.IDBDJ.2405.001586,SUMBER JAYA 2728,"MULTI LINE BORNEO, PT",Realization,2495.0,82.3,BANJARMASIN,2024-05-15T15:55:00.000Z
TM4825000030,PKK.DN.IDBDJ.2405.001507,TAMA 3048,"MULTI LINE BORNEO, PT",Realization,3492.0,91.44,BANJARMASIN,2024-05-14T15:55:00.000Z
PC0825000005,PKK.DN.IDBDJ.2405.001391,PACIFIC 3008,"SINAR BINTANG DUTA MULIA, PT",Realization,3249.0,91.44,BANJARMASIN,2024-05-11T15:00:00.000Z
PC0625000003,PKK.DN.IDBDJ.2405.001257,PACIFIC 3006,"SINAR BINTANG DUTA MULIA, PT",Realization,3249.0,89.98,BANJARMASIN,2024-05-10T17:00:00.000Z
B30625000006,PKK.DN.IDBDJ.2405.001127,PSB 3006,"SINAR BINTANG DUTA MULIA, PT",Realization,3276.0,91.44,BANJARMASIN,2024-05-09T17:00:00.000Z
GV0025000026,PKK.DN.IDBDJ.2405.001026,GONAYA VIII,"MASADA JAYA LINES, PT",Request PPKB,3338.0,94.6,BANJARMASIN,2024-05-16T15:00:00.000Z
LMN925000017,PKK.DN.IDBDJ.2405.000827,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-05-07T17:00:00.000Z
LLMM25000019,PKK.DN.IDBDJ.2405.000789,LMN 336,"SINAR BINTANG DUTA MULIA, PT",Realization,4259.0,100.58,BANJARMASIN,2024-05-14T15:00:00.000Z
VS2825000006,,SVS 28,PT ASYUHA BAHTERA NUSANTARA,Realization,2240.0,76.2,BANJARMASIN,2024-05-07T17:00:00.000Z
COS225000014,,INDO DARMA 1235,"INDO DHARMA TRANSPORT, PT",Realization,3882.0,100.58,BANJARMASIN,2024-05-08T15:00:00.000Z
JNTA25000015,PKK.DN.IDBDJ.2405.000577,JUANITA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3399.0,91.44,BANJARMASIN,2024-05-07T15:00:00.000Z
MP6225000006,,MARINE POWER 3062,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2024-05-10T00:24:00.000Z
PR2625000003,PKK.DN.IDBDJ.2405.000471,PRIMA 26,"MULTI LINE BORNEO, PT",Realization,3145.0,91.44,BANJARMASIN,2024-05-07T15:55:00.000Z
9X3625000007,PKK.DN.IDBDJ.2403.001828,BARAMAR 3010,SINAR BINTANG SAMUDERA/PT,Realization,3084.0,91.44,BANJARMASIN,2024-03-15T15:30:00.000Z
V3F125000003,,PACIFIC 3029,"SINAR BINTANG DUTA MULIA, PT",Realization,3272.0,91.44,BANJARMASIN,2024-05-03T17:00:00.000Z
55KZ26000001,PKK.DN.IDCXP.2308.000130,BINTANG LAUT INDAH 004,"PELAYARAN BAHTERA ADHIGUNA, PT",Request PPKB,1071.0,60.68,TANJUNG INTAN,2024-03-31T10:00:00.000Z
SKW725000005,,SOEKAWATI327,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,87.78,BANJARMASIN,2024-05-01T15:05:00.000Z
YHJB25000012,PKK.DN.IDBDJ.2404.003765,ANAND 5,"BARITO SAMUDRA SEJAHTERA, PT",Realization,2282.0,82.3,BANJARMASIN,2024-05-01T04:00:00.000Z
AAUR25000004,PKK.DN.IDBDJ.2404.003760,AURA,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-05-01T04:00:00.000Z
306825000001,,MARINE POWER 3069 BG,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3122.0,87.78,BANJARMASIN,2024-05-04T02:42:00.000Z
FX2225000006,,FERY XVI,"LINTAS SAMUDRA BORNEO LINE, PT",Request PPKB,2175.0,82.0,BANJARMASIN,2025-05-07T08:00:00.000Z
PHNS25000002,,PHUNTSOG,"MASADA JAYA LINES, PT",Realization,1042.0,54.86,BANJARMASIN,2024-05-11T15:00:00.000Z
SG6025000004,,SEGARA 60,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,3889.0,91.44,BANJARMASIN,2024-04-28T03:00:00.000Z
ISA125000001,PKK.DN.IDBDJ.2404.003383,LINTAS SAMUDERA 119,"SINAR BINTANG DUTA MULIA, PT",Realization,4415.0,100.58,BANJARMASIN,2024-04-30T15:00:00.000Z
M07125000006,,MARINE POWER 3071,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3648.0,91.44,BANJARMASIN,2024-04-28T12:27:00.000Z
LE9125000007,,LEO MARINE 9001,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3648.0,91.44,BANJARMASIN,2024-04-29T03:36:00.000Z
LM1625000001,,LEO MARINE 3016,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3346.0,91.44,BANJARMASIN,2024-04-28T00:34:00.000Z
2Y2O25000010,PKK.DN.IDBDJ.2404.002848,LAOURA 5412 IE 04,"BARUNA PASIFIK RAYA, PT",Realization,3672.0,94.49,BANJARMASIN,2024-04-23T15:30:00.000Z
6WSQ25000011,PKK.DN.IDBDJ.2404.002846,WILLIAM 330 5,"BARUNA PASIFIK RAYA, PT",Realization,4239.0,100.58,BANJARMASIN,2024-04-23T15:30:00.000Z
BPA026000001,PKK.DN.IDCXP.2404.000017,BERKAH PANDAN ARAN - 01,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,539.0,45.6,TANJUNG INTAN,2024-04-06T22:00:00.000Z
JNTA25000013,PKK.DN.IDBDJ.2404.002780,JUANITA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3399.0,91.44,BANJARMASIN,2024-04-24T15:00:00.000Z
1WBE25000009,PKK.DN.IDBDJ.2404.002746,EDWARD 330 3,"BARUNA PASIFIK RAYA, PT",Realization,4239.0,100.58,BANJARMASIN,2024-04-23T13:00:00.000Z
POI123000009,PKK.DN.IDBJU.2404.000083,PETRO OCEAN II,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,638.0,53.62,TANJUNG WANGI,2024-05-22T05:00:00.000Z
I02325000004,PKK.DN.IDBDJ.2404.002572,ISM 3023,"SINAR BINTANG DUTA MULIA, PT",Realization,3418.0,91.44,BANJARMASIN,2024-04-28T15:00:00.000Z
MP6725000004,PKK.DN.IDBDJ.2404.002523,MARINE POWER 3067,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2024-04-29T08:11:00.000Z
O4QG25000002,PKK.DN.IDBDJ.2404.002471,MBS 78,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,1657.0,73.15,BANJARMASIN,2024-04-28T15:00:00.000Z
SHJ225000007,PKK.DN.IDBDJ.2404.002298,SUMBER JAYA 3022,"SINAR BINTANG DUTA MULIA, PT",Realization,3609.0,91.44,BANJARMASIN,2024-04-23T15:00:00.000Z
SU3025000014,,SUMBER JAYA 3020,PT ASYUHA BAHTERA NUSANTARA,Realization,3668.0,91.44,BANJARMASIN,2024-04-19T17:00:00.000Z
L31825000014,PKK.DN.IDBDJ.2404.002255,LMN 318,"SINAR BINTANG DUTA MULIA, PT",Realization,4103.0,94.9,BANJARMASIN,2024-04-23T15:00:00.000Z
5U2I25000002,,PACIFIC 3017,"SINAR BINTANG DUTA MULIA, PT",Realization,3269.0,91.44,BANJARMASIN,2024-04-18T17:00:00.000Z
QAQW26000001,PKK.DN.IDCXP.2205.000093,TIRTA NUSA II,SAMUDERA MAKMUR AGENSI PT,Realization,2041.0,73.5,TANJUNG INTAN,2022-05-31T16:00:00.000Z
8AR225000004,PKK.DN.IDBDJ.2404.002105,STAR ALLIANCE,"SINAR BINTANG DUTA MULIA, PT",Realization,4268.0,100.58,BANJARMASIN,2024-04-21T15:00:00.000Z
BNNX25000012,PKK.DN.IDBDJ.2404.002099,BUANA NUSANTARA 10,"MULTI LINE BORNEO, PT",Realization,1837.0,73.15,BANJARMASIN,2024-04-20T15:55:00.000Z
PR3325000001,,OB PATRA 33,"NABILA RIZKI SAMUDERA, PT",Realization,2793.0,76.2,BANJARMASIN,2024-04-18T06:30:00.000Z
ZVE225000015,,PATRIA 3212,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4162.0,97.6,BANJARMASIN,2024-04-17T07:00:00.000Z
LMN925000016,,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-04-17T04:00:00.000Z
PEG325000016,PKK.DN.IDBDJ.2404.001904,PEGASUS 3,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3140.0,91.44,BANJARMASIN,2024-04-17T15:00:00.000Z
LEO925000002,,LEO MARINE 3009 TK,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3345.0,91.44,BANJARMASIN,2024-04-20T08:05:00.000Z
UDIP25000004,PKK.DN.IDBDJ.2404.000464,TGH 2517,PELAYARAN SANLE MAKMUR,Realization,2208.0,76.25,BANJARMASIN,2024-04-06T15:00:00.000Z
S32325000007,PKK.DN.IDBDJ.2404.001841,SOEKAWATI 323,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3121.0,87.78,BANJARMASIN,2024-04-17T02:50:00.000Z
AKR525000021,PKK.DN.IDBDJ.2404.001496,AKRA 50,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,2601.0,76.08,BANJARMASIN,2024-04-15T23:00:00.000Z
FI9625000003,PKK.DN.IDBDJ.2404.001783,FINACIA 96,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,3146.0,87.78,BANJARMASIN,2024-04-23T02:00:00.000Z
HXUH25000128,PKK.DN.IDBDJ.2404.001718,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-15T10:00:00.000Z
333A25000009,PKK.DN.IDBDJ.2404.001746,ALIA,"BARITO GAS UTAMA, PT",Realization,936.0,68.68,BANJARMASIN,2024-04-18T15:00:00.000Z
HXUH25000128,PKK.DN.IDBDJ.2404.001718,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-15T10:00:00.000Z
271925000011,PKK.DN.IDBDJ.2404.001716,MARINE POWER 2719,"ANTARMODA MARITIM NUSANTARA, PT",Request PPKB,2167.0,82.3,BANJARMASIN,2024-04-21T15:00:00.000Z
S26525000009,,SOEKAWATI 2719,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2137.0,82.3,BANJARMASIN,2024-04-12T15:05:00.000Z
AKAD25000022,PKK.DN.IDBDJ.2404.001432,ALKAID,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2024-04-13T15:00:00.000Z
AFDU25000004,PKK.DN.IDBDJ.2404.000615,DELTA 232,"MILTA LINTAS SAMUDERA, PT",Realization,1343.0,70.09,BANJARMASIN,2024-04-10T15:00:00.000Z
IMAS23000010,PKK.DN.IDBJU.2404.000044,INSAM - 01,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1647.0,72.9,TANJUNG WANGI,2024-04-20T01:00:00.000Z
MP6725000003,,MARINE POWER 3067,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2024-04-19T01:07:00.000Z
MT2825000004,,MITRA 28,"RAY SAMUDRA TRANS, PT",Realization,3080.0,91.5,BANJARMASIN,2024-04-10T16:00:00.000Z
SW3225000006,,SOEKAWATI326,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,91.5,BANJARMASIN,2024-04-10T13:00:00.000Z
PF3225000003,,PACIFIC 3012,"SINAR BINTANG DUTA MULIA, PT",Realization,3270.0,91.44,BANJARMASIN,2024-04-09T17:00:00.000Z
MEO125000001,,METRO 01,BUANA MITRA SAMUDERA PT,Realization,2085.0,74.98,BANJARMASIN,2024-04-15T08:38:00.000Z
A02G25000010,PKK.DN.IDBDJ.2404.001170,ASK  I,"BARUNA PASIFIK RAYA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-04-09T15:30:00.000Z
TKPG23000001,,"TELUK PARIGI 539,KRI",TNI AL,Request PPKB,1900.0,90.0,TANJUNG WANGI,2024-04-11T10:10:00.000Z
FI9625000002,PKK.DN.IDBDJ.2404.001088,FINACIA 96,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,3146.0,87.78,BANJARMASIN,2024-04-16T02:00:00.000Z
BP0225000002,,BPL 2,"BARUNA PASIFIK RAYA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-04-07T23:00:00.000Z
ELSY25000009,,ELSYE,"BARUNA PASIFIK RAYA, PT",Realization,3889.0,91.44,BANJARMASIN,2024-04-07T23:00:00.000Z
S70825000012,,SUMBER JAYA 2522,PT ASYUHA BAHTERA NUSANTARA,Realization,2125.0,76.2,BANJARMASIN,2024-04-07T17:00:00.000Z
YHN725000010,,YOHANNA 7,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2125.0,82.3,BANJARMASIN,2024-04-06T15:05:00.000Z
V28825000003,,VIRGO SEJATI 288,"VIRGO SAMUDERA JAYA, PT",Realization,2392.0,82.3,BANJARMASIN,2024-04-06T23:00:00.000Z
VS2825000005,,SVS 28,PT ASYUHA BAHTERA NUSANTARA,Realization,2240.0,76.2,BANJARMASIN,2024-04-05T17:00:00.000Z
DP2225000029,PKK.DN.IDBDJ.2404.000717,DUTA PERKASA 2702,"MULTI LINE BORNEO, PT",Realization,2384.0,82.3,BANJARMASIN,2024-04-08T15:55:00.000Z
N36M25000026,PKK.DN.IDBDJ.2404.000719,MASADA 08,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-04-06T04:00:00.000Z
HXUH25000126,PKK.DN.IDBDJ.2404.000609,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-05T11:00:00.000Z
HXUH25000126,PKK.DN.IDBDJ.2404.000609,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-05T11:00:00.000Z
JNTA25000011,PKK.DN.IDBDJ.2404.000655,JUANITA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3399.0,91.44,BANJARMASIN,2024-04-06T15:00:00.000Z
C9W225000003,,ELEKTRA 28,"BARUNA PASIFIK RAYA, PT",Realization,3433.0,91.44,BANJARMASIN,2024-04-04T23:00:00.000Z
SF9R25000002,PKK.DN.IDBDJ.2404.000424,GHI 02,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,4016.0,91.44,BANJARMASIN,2024-04-11T15:00:00.000Z
LMN825000010,,LMN 308,"SINAR BINTANG DUTA MULIA, PT",Realization,3107.0,87.78,BANJARMASIN,2024-04-03T17:00:00.000Z
P2RJ25000034,PKK.DN.IDBDJ.2404.000359,SANTAN 3019,"MULTI LINE BORNEO, PT",Realization,3508.0,91.44,BANJARMASIN,2024-04-05T15:55:00.000Z
HXUH25000125,PKK.DN.IDBDJ.2404.000277,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-03T10:00:00.000Z
IL9D25000034,PKK.DN.IDBDJ.2404.000340,ERICKA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3088.0,91.44,BANJARMASIN,2024-04-04T15:00:00.000Z
HXUH25000125,PKK.DN.IDBDJ.2404.000277,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-04-03T10:00:00.000Z
ALNR25000031,PKK.DN.IDBDJ.2404.000238,ALNAIR,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4162.0,97.6,BANJARMASIN,2024-04-03T04:00:00.000Z
JB1225000001,,JAMBO XII,"MASADA JAYA LINES, PT",Request PPKB,3871.0,91.66,BANJARMASIN,2024-04-13T15:00:00.000Z
PAT325000035,PKK.DN.IDBDJ.2404.000065,PATRIA 3211,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2024-04-02T04:00:00.000Z
TR1025000011,,TIMUR 10,PT ASYUHA BAHTERA NUSANTARA,Realization,2013.0,76.2,BANJARMASIN,2024-04-01T17:00:00.000Z
S32325000006,PKK.DN.IDBDJ.2403.004102,SOEKAWATI 323,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3121.0,87.78,BANJARMASIN,2024-04-02T10:25:00.000Z
M07125000005,,MARINE POWER 3071,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3648.0,91.44,BANJARMASIN,2024-04-02T05:55:00.000Z
WXIP25000006,PKK.DN.IDBDJ.2403.003775,ORCA LAUT 7296,"BARUNA PASIFIK RAYA, PT",Realization,3399.0,91.44,BANJARMASIN,2024-03-29T15:30:00.000Z
NAC225000002,,NUSANTARA ATLANTIC 2,"SAFARI SAMUDERA RAYA, PT",Realization,3606.0,91.5,BANJARMASIN,2024-03-28T23:00:00.000Z
SW3225000005,PKK.DN.IDBDJ.2403.003733,SOEKAWATI326,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,91.5,BANJARMASIN,2024-03-30T15:00:00.000Z
C25526000001,PKK.DN.IDCXP.2403.000076,COSMIC 20,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,1153.0,69.86,TANJUNG INTAN,2024-03-24T16:00:00.000Z
HXUH25000122,PKK.DN.IDBDJ.2403.003628,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-28T11:00:00.000Z
HXUH25000122,PKK.DN.IDBDJ.2403.003628,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-28T11:00:00.000Z
MP5925000004,,MARINE POWER 3059,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3346.0,91.44,BANJARMASIN,2024-03-31T02:14:00.000Z
M35725000009,,MARINE POWER 3057,"ANTARMODA MARITIM NUSANTARA, PT",Request PPKB,3346.0,91.44,BANJARMASIN,2024-03-31T02:08:00.000Z
L31625000011,PKK.DN.IDBDJ.2403.003580,LMN 316,"SINAR BINTANG DUTA MULIA, PT",Realization,4116.0,94.5,BANJARMASIN,2024-03-28T15:00:00.000Z
H93P25000041,PKK.DN.IDBDJ.2403.003477,LINA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3345.0,91.5,BANJARMASIN,2024-03-28T15:00:00.000Z
HXUH25000121,PKK.DN.IDBDJ.2403.003348,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-26T12:00:00.000Z
HXUH25000121,PKK.DN.IDBDJ.2403.003348,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-26T12:00:00.000Z
SOSJ25000001,PKK.DN.IDBDJ.2403.003338,ASHERAH 11,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,3889.0,91.44,BANJARMASIN,2024-04-03T02:00:00.000Z
SSA625000014,PKK.DN.IDBDJ.2403.003252,SEKAR SAMUDERA 06,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3137.0,91.44,BANJARMASIN,2024-03-26T15:58:00.000Z
LMN925000015,,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-03-24T17:00:00.000Z
MGT125000001,PKK.DN.IDBDJ.2403.003161,MEGANTA I,"SINAR BINTANG DUTA MULIA, PT",Realization,3075.0,91.44,BANJARMASIN,2024-03-27T15:00:00.000Z
UC9525000007,PKK.DN.IDBDJ.2403.003147,MARINE POWER 3089,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3649.0,91.44,BANJARMASIN,2024-03-31T15:00:00.000Z
8OI625000002,PKK.DN.IDBDJ.2403.003088,LABANAN 7,"ADYA TRIAMARGA, PT",Realization,1518.0,70.0,BANJARMASIN,2024-03-30T15:00:00.000Z
SU3025000013,PKK.DN.IDBDJ.2403.003061,SUMBER JAYA 3020,PT ASYUHA BAHTERA NUSANTARA,Realization,3668.0,91.44,BANJARMASIN,2024-03-28T15:00:00.000Z
GA0225000013,,GANDASARI 3002,"INDO DARMA TRANSPORTASI, PT",Request PPKB,3145.0,91.44,BANJARMASIN,2024-03-24T14:34:00.000Z
SMM825000009,PKK.DN.IDBDJ.2403.003023,SAMUDERA MANDIRI 8,"SINAR BINTANG DUTA MULIA, PT",Realization,2194.0,82.3,BANJARMASIN,2024-03-29T15:00:00.000Z
22CM25000004,,CSM 22,AMANAH MANDIRI SAMUDERA PT,Realization,3117.0,91.44,BANJARMASIN,2024-03-23T17:16:00.000Z
KU0325000004,,TK. KUASA RM 3003,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3118.0,91.5,BANJARMASIN,2024-03-22T15:05:00.000Z
HXUH25000119,PKK.DN.IDBDJ.2403.002779,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-22T15:00:00.000Z
HXUH25000119,PKK.DN.IDBDJ.2403.002779,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-22T15:00:00.000Z
L00525000002,,LESTARI 3005,"NABILA RIZKI SAMUDERA, PT",Realization,3080.0,91.44,BANJARMASIN,2024-03-22T05:30:00.000Z
AKR525000019,PKK.DN.IDBDJ.2403.002405,AKRA 50,"PANCARAN SAMUDERA SAKTI, PT",Realization,2601.0,76.08,BANJARMASIN,2024-03-22T04:00:00.000Z
AKR525000019,PKK.DN.IDBDJ.2403.002405,AKRA 50,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,2601.0,76.08,BANJARMASIN,2024-03-22T04:00:00.000Z
IMAS23000008,PKK.DN.IDBJU.2403.000084,INSAM - 01,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1647.0,72.9,TANJUNG WANGI,2024-03-22T02:00:00.000Z
0Z4Q25000031,PKK.DN.IDBDJ.2403.002703,WIN BUILD 368,"TERA LOGISTIC INDONESIA, PT",Request PPKB,5354.0,111.25,BANJARMASIN,2024-03-24T15:00:00.000Z
P8C225000009,PKK.DN.IDBDJ.2403.002020,PEC 8512,"BATUAH ABADI LINES, PT",Realization,3906.0,98.26,BANJARMASIN,2024-03-17T09:00:00.000Z
4WTV25000003,PKK.DN.IDBDJ.2403.002408,MBS 212,"MITRA BAHARI SENTOSA, PT",Realization,1914.0,76.25,BANJARMASIN,2024-04-01T10:00:00.000Z
KY1025000009,,KARYA 10,PT ASYUHA BAHTERA NUSANTARA,Realization,2013.0,73.15,BANJARMASIN,2024-03-18T17:00:00.000Z
A33025000001,,ARMADA 3301	,BUANA MITRA SAMUDERA PT,Realization,4577.0,102.41,BANJARMASIN,2024-03-19T02:00:00.000Z
HXUH25000117,PKK.DN.IDBDJ.2403.002197,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-18T13:00:00.000Z
HXUH25000117,PKK.DN.IDBDJ.2403.002197,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-18T13:00:00.000Z
GOT125000001,,GOLD TRANS 304,"SINAR BINTANG DUTA MULIA, PT",Realization,3154.0,91.5,BANJARMASIN,2024-03-18T17:00:00.000Z
SV3825000007,,SVS 38,PT ASYUHA BAHTERA NUSANTARA,Realization,2437.0,82.3,BANJARMASIN,2024-03-17T17:00:00.000Z
LMN925000014,PKK.DN.IDBDJ.2403.002121,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-03-17T17:00:00.000Z
SKNX25000001,,SWI KALIMANTAN X,"ANTARMODA MARITIM NUSANTARA, PT",Realization,1723.0,67.06,BANJARMASIN,2024-03-20T08:31:00.000Z
71SR25000016,PKK.DN.IDBDJ.2403.002019,LMN 319,"SINAR BINTANG DUTA MULIA, PT",Realization,4097.0,94.49,BANJARMASIN,2024-03-16T17:00:00.000Z
PLT725000015,PKK.DN.IDBDJ.2403.001933,PELITA 07,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3103.0,91.44,BANJARMASIN,2024-03-16T04:00:00.000Z
CS8225000002,,CSA 2582 .TK*,"SINAR BINTANG DUTA MULIA, PT",Realization,2318.0,80.5,BANJARMASIN,2024-03-14T17:00:00.000Z
ELSY25000007,,ELSYE,"BARUNA PASIFIK RAYA, PT",Realization,3889.0,91.44,BANJARMASIN,2024-03-14T23:00:00.000Z
HXUH25000115,PKK.DN.IDBDJ.2403.001591,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-14T14:00:00.000Z
HXUH25000115,PKK.DN.IDBDJ.2403.001591,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-14T14:00:00.000Z
VO0031000002,PKK.LN.IDLBR.2403.000071,VIKING ORION,BAHARI LAJU ANUGERAH,Request PPKB,47861.0,228.4,LEMBAR,2024-03-13T11:00:00.000Z
DYO825000010,PKK.DN.IDBDJ.2403.001427,TBS 3301,"RIMAU BAHTERA SHIPPING, PT",Realization,4164.0,100.58,BANJARMASIN,2024-03-14T02:48:00.000Z
LR1125000005,PKK.DN.IDBDJ.2403.001417,LAOURA 5412.IE 02,"BARUNA PASIFIK RAYA, PT",Realization,3138.0,91.5,BANJARMASIN,2024-03-12T15:30:00.000Z
RT0925000017,PKK.DN.IDBDJ.2403.001405,SEA ROYAL 9,"ARMADA SAMUDRA GLOBAL, PT",Realization,2812.0,85.35,BANJARMASIN,2024-03-16T00:00:00.000Z
OP0025000002,PKK.DN.IDBDJ.2403.001314,ORIENTAL PACIFIC,"SALAM PACIFIC INDONESIA LINES, PT",Realization,6088.0,127.73,BANJARMASIN,2024-03-13T07:00:00.000Z
S17025000005,PKK.DN.IDBDJ.2403.001147,SELVI PRATIWI,"ARIS ZAINAL KOLABORASI ABADI, PT",Request PPKB,657.0,49.25,BANJARMASIN,2024-03-14T03:07:00.000Z
AKAD25000019,PKK.DN.IDBDJ.2403.001137,ALKAID,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2024-03-10T09:00:00.000Z
LMN825000009,,LMN 308,"SINAR BINTANG DUTA MULIA, PT",Realization,3107.0,87.78,BANJARMASIN,2024-03-09T17:00:00.000Z
RL1825000008,,REZEKI LAUTAN 818,"SINAR BINTANG DUTA MULIA, PT",Realization,3420.0,91.44,BANJARMASIN,2024-03-09T17:00:00.000Z
FYCL25000026,PKK.DN.IDBDJ.2403.001116,ESP 311,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3110.0,87.78,BANJARMASIN,2024-03-10T07:00:00.000Z
