no_pkk,no_pkk_inaportnet,vessel_name,company_name,name_process_code,gt,loa,name_branch,departure_date
I2PO25000011,PKK.DN.IDBDJ.2403.001064,RMN 375,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3115.0,87.86,BANJARMASIN,2024-03-10T01:00:00.000Z
XG7Y25000005,PKK.DN.IDBDJ.2403.001043,DELTA II,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,1361.0,71.09,BANJARMASIN,2024-03-12T09:00:00.000Z
HXUH25000112,PKK.DN.IDBDJ.2403.000899,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-08T14:00:00.000Z
HXUH25000112,PKK.DN.IDBDJ.2403.000899,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-08T14:00:00.000Z
DERU09000001,,DEWA RUCI.KRI            ,LANAL SEMARANG,Request PPKB,800.0,64.0,TANJUNG EMAS,2024-03-17T03:00:00.000Z
0XXI25000002,PKK.DN.IDBDJ.2403.000845,PSIP 300.05,"SINAR BINTANG DUTA MULIA, PT",Request PPKB,3038.0,91.44,BANJARMASIN,2024-03-07T17:00:00.000Z
VBL625000006,PKK.DN.IDBDJ.2403.000837,ESTELLA,"BARUNA PASIFIK RAYA, PT",Realization,4358.0,100.58,BANJARMASIN,2024-03-08T00:00:00.000Z
SJHT25000002,PKK.DN.IDBDJ.2403.000831,SEJAHTERA 2520,"BARUNA PASIFIK RAYA, PT",Realization,2019.0,76.2,BANJARMASIN,2024-03-08T00:00:00.000Z
MP6225000005,PKK.DN.IDBDJ.2403.000802,MARINE POWER 3062,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2024-03-15T02:04:00.000Z
ML0225000016,PKK.DN.IDBDJ.2403.000763,MANNA LINE 802,"INDO DHARMA TRANSPORT, PT",Request PPKB,3280.0,91.46,BANJARMASIN,2024-03-08T13:55:00.000Z
HXUH25000111,PKK.DN.IDBDJ.2403.000651,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-06T14:00:00.000Z
HXUH25000111,PKK.DN.IDBDJ.2403.000651,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-03-06T14:00:00.000Z
SKW725000004,,SOEKAWATI327,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,87.78,BANJARMASIN,2024-03-05T15:05:00.000Z
P12825000002,,PRIMA SAKTI 128 TK,"MASADA JAYA LINES, PT",Realization,1956.0,67.3,BANJARMASIN,2024-03-13T15:51:00.000Z
BROO25000003,PKK.DN.IDBDJ.2403.000604,BROOKLYN,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3145.0,91.44,BANJARMASIN,2024-03-13T08:48:00.000Z
INT125000006,PKK.DN.IDBDJ.2403.000586,INTERNUSA 1,"RIMAU BAHTERA SHIPPING, PT",Realization,2128.0,76.2,BANJARMASIN,2024-03-08T07:47:00.000Z
INT225000009,PKK.DN.IDBDJ.2403.000581,INTERNUSA 2,"RIMAU BAHTERA SHIPPING, PT",Realization,2128.0,76.2,BANJARMASIN,2024-03-08T07:39:00.000Z
VS2825000004,,SVS 28,PT ASYUHA BAHTERA NUSANTARA,Realization,2240.0,76.2,BANJARMASIN,2024-03-05T17:00:00.000Z
VUCC25000003,PKK.DN.IDBDJ.2403.000477,ADAMARIS 01,"CAKRAWALA LAUTAN INDONESIA, PT",Request PPKB,3889.0,91.44,BANJARMASIN,2024-03-12T12:00:00.000Z
ML0825000010,PKK.DN.IDBDJ.2403.000336,MANNA LINE 808,"INDO DHARMA TRANSPORT, PT",Realization,3233.0,91.5,BANJARMASIN,2024-03-05T06:12:00.000Z
KU0325000003,,TK. KUASA RM 3003,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3118.0,91.5,BANJARMASIN,2024-03-02T15:57:00.000Z
IC2225000022,PKK.DN.IDBDJ.2402.003712,ICON CORINTUS,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,4797.0,107.8,BANJARMASIN,2024-03-01T00:00:00.000Z
IDTM25000012,PKK.DN.IDBDJ.2403.000037,INDOTAMA RIZKINDO,"INDO DARMA TRANSPORTASI, PT",Realization,3103.0,91.44,BANJARMASIN,2024-03-03T02:33:00.000Z
TR1025000010,PKK.DN.IDBDJ.2403.000004,TIMUR 10,PT ASYUHA BAHTERA NUSANTARA,Realization,2013.0,76.2,BANJARMASIN,2024-02-29T17:00:00.000Z
SSA625000013,,SEKAR SAMUDERA 06,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3137.0,87.78,BANJARMASIN,2024-02-29T15:05:00.000Z
GT0525000016,PKK.DN.IDBDJ.2402.003956,GOLD TRANS 305,"TRANS POWER MARINE TBK, PT",Realization,3136.0,91.5,BANJARMASIN,2024-03-03T15:00:00.000Z
P8OK25000003,PKK.DN.IDBDJ.2402.003929,SUPPORT 12,PELAYARAN SANLE MAKMUR,Request PPKB,2133.0,79.01,BANJARMASIN,2024-03-31T15:00:00.000Z
HXUH25000108,PKK.DN.IDBDJ.2402.003846,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-29T14:00:00.000Z
HXUH25000108,PKK.DN.IDBDJ.2402.003846,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-29T14:00:00.000Z
EX6S25000030,PKK.DN.IDBDJ.2402.003784,INGGRID,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Request PPKB,3399.0,91.44,BANJARMASIN,2024-03-01T15:00:00.000Z
IWRE25000013,PKK.DN.IDBDJ.2402.003676,CHANDRA 303,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3130.0,91.5,BANJARMASIN,2024-05-08T10:18:00.000Z
OJ2M25000004,PKK.DN.IDBDJ.2402.003671,LINTAS SAMUDERA 80,"SINAR BINTANG DUTA MULIA, PT",Realization,4291.0,100.6,BANJARMASIN,2024-02-27T17:00:00.000Z
HXUH25000107,PKK.DN.IDBDJ.2402.003578,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-27T14:00:00.000Z
HXUH25000107,PKK.DN.IDBDJ.2402.003578,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-27T14:00:00.000Z
POI123000008,PKK.DN.IDBJU.2402.000131,PETRO OCEAN II,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,638.0,53.62,TANJUNG WANGI,2024-03-01T03:00:00.000Z
PWTW25000016,,PATRIA 3213,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,4295.0,97.6,BANJARMASIN,2024-02-05T05:00:00.000Z
6V6325000021,PKK.DN.IDBDJ.2402.003548,RIMAU 3017,"RIMAU BAHTERA SHIPPING, PT",Realization,3346.0,91.44,BANJARMASIN,2024-02-28T23:20:00.000Z
H93P25000037,PKK.DN.IDBDJ.2402.003541,LINA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3345.0,91.5,BANJARMASIN,2024-02-28T15:00:00.000Z
HB2F25000034,PKK.DN.IDBDJ.2402.003487,TUNJUNG MADYA 5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3545.0,91.5,BANJARMASIN,2024-02-28T15:00:00.000Z
BL0125000003,,BPL 1,"BARUNA PASIFIK RAYA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-02-26T23:00:00.000Z
LMN925000012,PKK.DN.IDBDJ.2402.003255,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-02-26T15:00:00.000Z
E6LX25000003,,HNR 309,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3051.0,91.5,BANJARMASIN,2024-02-26T09:17:00.000Z
BZQR25000013,PKK.DN.IDBDJ.2402.003193,RIMAU 3318,"RIMAU BAHTERA SHIPPING, PT",Realization,4227.0,100.58,BANJARMASIN,2024-02-27T03:48:00.000Z
PSB025000001,PKK.DN.IDBDJ.2402.003189,PSB 3005,"SINAR BINTANG DUTA MULIA, PT",Realization,3089.0,91.44,BANJARMASIN,2024-02-24T17:00:00.000Z
SJ3425000011,PKK.DN.IDBDJ.2402.003185,SUMBER JAYA 3026,"SINAR BINTANG DUTA MULIA, PT",Realization,3609.0,91.44,BANJARMASIN,2024-02-27T15:00:00.000Z
JNTA25000006,PKK.DN.IDBDJ.2402.003138,JUANITA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3399.0,91.44,BANJARMASIN,2024-02-25T15:00:00.000Z
EICA25000008,,ELICIA,"BARUNA PASIFIK RAYA, PT",Realization,3245.0,91.44,BANJARMASIN,2024-02-23T23:00:00.000Z
SFD325000004,,MEGAN,"BARUNA PASIFIK RAYA, PT",Realization,3426.0,91.44,BANJARMASIN,2024-02-23T23:00:00.000Z
HXUH25000105,PKK.DN.IDBDJ.2402.003000,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-23T14:00:00.000Z
HXUH25000105,PKK.DN.IDBDJ.2402.003000,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-23T14:00:00.000Z
LD7723000001,PKK.DN.IDBJU.2402.000108,KGM 5,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1067.0,64.0,TANJUNG WANGI,2024-03-07T17:00:00.000Z
KU0325000002,,TK. KUASA RM 3003,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3118.0,91.5,BANJARMASIN,2024-02-22T08:00:00.000Z
DBS325000004,,DBS 3028 TK,"NABILA RIZKI SAMUDERA, PT",Realization,3346.0,91.44,BANJARMASIN,2024-02-21T13:30:00.000Z
RD0023000004,PKK.DN.IDBJU.2402.000100,RED DYNASTY,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,11269.0,145.19,TANJUNG WANGI,2024-02-20T16:00:00.000Z
BLI026000001,PKK.DN.IDCXP.2402.000038,BINTANG LAUT INDAH 003,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,1071.0,60.68,TANJUNG INTAN,2024-03-01T05:00:00.000Z
HXUH25000103,PKK.DN.IDBDJ.2402.002443,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-19T14:00:00.000Z
LLUY25000011,,SUPPORT 4,MEGA BAHTERA KENCANA PT,Request PPKB,2133.0,79.01,BANJARMASIN,2024-02-20T10:00:00.000Z
HXUH25000103,PKK.DN.IDBDJ.2402.002443,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-19T14:00:00.000Z
ELHA25000003,,ELISHA,"BARUNA PASIFIK RAYA, PT",Realization,3245.0,91.44,BANJARMASIN,2024-02-18T23:00:00.000Z
ELEN25000005,PKK.DN.IDBDJ.2402.002123,ELLEN,"BARUNA PASIFIK RAYA, PT",Realization,4263.0,100.58,BANJARMASIN,2024-02-17T00:00:00.000Z
LMN925000011,PKK.DN.IDBDJ.2402.001967,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-02-22T15:00:00.000Z
HXUH25000101,PKK.DN.IDBDJ.2402.001863,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-15T14:00:00.000Z
HXUH25000101,PKK.DN.IDBDJ.2402.001863,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-15T14:00:00.000Z
ID1625000028,PKK.DN.IDBDJ.2402.001883,INTAN DAYA 17,"PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN, PT",Realization,7269.0,98.9,BANJARMASIN,2024-02-17T11:00:00.000Z
SO6825000009,PKK.DN.IDBDJ.2402.001802,SOEKAWATI 168,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3065.0,87.78,BANJARMASIN,2024-02-15T04:48:00.000Z
LLMM25000011,PKK.DN.IDBDJ.2402.001757,LMN 336,"SINAR BINTANG DUTA MULIA, PT",Realization,4259.0,100.58,BANJARMASIN,2024-02-13T17:00:00.000Z
SO3925000012,PKK.DN.IDBDJ.2402.001621,SOEKAWATI 329,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,87.78,BANJARMASIN,2024-02-14T07:55:00.000Z
1OOT25000020,PKK.DN.IDBDJ.2402.001567,T G H  3001,"BARUNA PASIFIK RAYA, PT",Realization,3071.0,90.0,BANJARMASIN,2024-02-13T00:00:00.000Z
6YKK25000008,,ALIKA 102,BUANA MITRA SAMUDERA PT,Realization,3146.0,91.5,BANJARMASIN,2024-02-12T15:44:00.000Z
TH2225000012,PKK.DN.IDBDJ.2402.001445,TANTO HANDAL,"TANTO INTIM LINE - PELNUS, PT",Realization,3814.0,98.35,BANJARMASIN,2024-02-13T15:00:00.000Z
S39D25000003,,SOEKAWATI 326,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3060.0,87.78,BANJARMASIN,2024-02-11T15:05:00.000Z
M07125000002,PKK.DN.IDBDJ.2402.001295,MARINE POWER 3071,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3648.0,91.44,BANJARMASIN,2024-02-18T08:33:00.000Z
B30625000003,PKK.DN.IDBDJ.2402.001189,PSB 3006,"SINAR BINTANG DUTA MULIA, PT",Realization,3276.0,91.44,BANJARMASIN,2024-02-09T17:00:00.000Z
EF9E25000015,PKK.DN.IDBDJ.2402.001172,RIMAU 3019,"RIMAU BAHTERA SHIPPING, PT",Realization,3346.0,91.44,BANJARMASIN,2024-02-12T07:56:00.000Z
SMM225000007,PKK.DN.IDBDJ.2402.001153,SAMUDERA MANDIRI 2,"SINAR BINTANG DUTA MULIA, PT",Request PPKB,2191.0,82.3,BANJARMASIN,2024-02-16T15:00:00.000Z
PTB325000005,,PBB TANDUNG BALANIPA 3011,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3186.0,91.44,BANJARMASIN,2024-02-13T05:49:00.000Z
S30525000016,PKK.DN.IDBDJ.2402.001110,SOEKAWATI 305,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3065.0,87.78,BANJARMASIN,2024-02-10T01:03:00.000Z
D70825000001,,DBS 3708 TK,AMANAH MANDIRI SAMUDERA PT,Request PPKB,3567.0,91.44,BANJARMASIN,2024-02-08T13:35:00.000Z
SV3825000006,,SVS 38,PT ASYUHA BAHTERA NUSANTARA,Realization,2437.0,82.3,BANJARMASIN,2024-02-08T17:00:00.000Z
A7CA25000014,PKK.DN.IDBDJ.2402.001017,ALNITAK,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4162.0,97.6,BANJARMASIN,2024-02-09T04:00:00.000Z
S9KN25000001,PKK.DN.IDBDJ.2402.000979,RIMAU 3021,"RIMAU BAHTERA SHIPPING, PT",Realization,3348.0,91.44,BANJARMASIN,2024-02-15T01:45:00.000Z
7EVF25000001,PKK.DN.IDBDJ.2402.000967,PACIFIC 3022,"SINAR BINTANG DUTA MULIA, PT",Realization,3271.0,91.44,BANJARMASIN,2024-02-14T15:00:00.000Z
V3F125000001,PKK.DN.IDBDJ.2402.000963,PACIFIC 3029,"SINAR BINTANG DUTA MULIA, PT",Realization,3272.0,91.44,BANJARMASIN,2024-02-14T15:00:00.000Z
0XXI25000001,PKK.DN.IDBDJ.2402.000936,PSIP 300.05,"SINAR BINTANG DUTA MULIA, PT",Realization,3038.0,91.44,BANJARMASIN,2024-02-15T15:00:00.000Z
UC9525000003,,MARINE POWER 3089,"ANTARMODA MARITIM NUSANTARA, PT",Request PPKB,3649.0,91.44,BANJARMASIN,2024-02-10T08:00:00.000Z
BRO125000007,PKK.DN.IDBDJ.2402.000761,BORNEO 3001,"INDO DHARMA TRANSPORT, PT",Realization,3153.0,91.5,BANJARMASIN,2024-02-08T05:12:00.000Z
HXUH25000097,PKK.DN.IDBDJ.2402.000690,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-06T14:00:00.000Z
I0PP25000023,PKK.DN.IDBDJ.2402.000669,SG 3018,"MULTI LINE BORNEO, PT",Realization,3508.0,91.44,BANJARMASIN,2024-02-08T15:55:00.000Z
06KL25000001,,NUSANTARA ATLANTIC 1,BUANA MITRA SAMUDERA PT,Realization,3606.0,91.5,BANJARMASIN,2024-02-05T22:00:00.000Z
KN1029000002,PKK.DN.IDKOE.2402.000030,KENDHAGA NUSANTARA 11,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,1785.0,74.06,TENAU KUPANG,2024-02-07T08:00:00.000Z
BROO25000001,,BROOKLYN,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3145.0,91.44,BANJARMASIN,2024-02-07T08:36:00.000Z
GV0025000019,PKK.DN.IDBDJ.2401.002485,GONAYA VIII,"UNAQU BORNEO JAYA, PT",Realization,3338.0,94.6,BANJARMASIN,2024-01-25T15:00:00.000Z
YHJB25000011,PKK.DN.IDBDJ.2402.000321,ANAND 5,"BARITO SAMUDRA SEJAHTERA, PT",Realization,2282.0,82.3,BANJARMASIN,2024-02-04T15:00:00.000Z
W21225000007,PKK.DN.IDBDJ.2402.000281,SOEKAWATI 212,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3233.0,87.78,BANJARMASIN,2024-02-03T09:55:00.000Z
Z22S25000037,,BAYAS,"TERA LOGISTIC INDONESIA, PT",Request PPKB,4408.0,105.16,BANJARMASIN,2024-02-02T15:00:00.000Z
HXUH25000095,PKK.DN.IDBDJ.2402.000160,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-02T14:00:00.000Z
OJ2M25000001,PKK.DN.IDBDJ.2402.000236,LINTAS SAMUDERA 80,"SINAR BINTANG DUTA MULIA, PT",Realization,4291.0,100.6,BANJARMASIN,2024-02-08T15:00:00.000Z
HXUH25000095,PKK.DN.IDBDJ.2402.000160,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-02-02T14:00:00.000Z
BHS125000006,PKK.DN.IDBDJ.2402.000204,BAHARI SETYA I,"RIMAU BAHTERA SHIPPING, PT",Realization,2207.0,76.25,BANJARMASIN,2024-02-04T04:05:00.000Z
PTB325000004,,PBB TANDUNG BALANIPA 3011,"ANTARMODA MARITIM NUSANTARA, PT",Request PPKB,3186.0,91.44,BANJARMASIN,2024-02-06T11:29:00.000Z
BNX925000002,PKK.DN.IDBDJ.2402.000119,TUHUP 024,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,1982.0,76.2,BANJARMASIN,2024-02-04T09:00:00.000Z
PEG325000012,PKK.DN.IDBDJ.2402.000091,PEGASUS 3,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3140.0,91.44,BANJARMASIN,2024-02-02T04:00:00.000Z
PT3125000025,PKK.DN.IDBDJ.2402.000045,PULAU TIGA 3101,"TERA LOGISTIC INDONESIA, PT",Request PPKB,4102.0,94.5,BANJARMASIN,2024-02-04T15:00:00.000Z
4Y9X25000019,PKK.DN.IDBDJ.2401.004059,TONASA LINES XX,"BARUNA PASIFIK RAYA, PT",Realization,3107.0,91.44,BANJARMASIN,2024-01-31T15:30:00.000Z
HXUH25000094,PKK.DN.IDBDJ.2401.003971,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-31T14:00:00.000Z
A21825000001,PKK.DN.IDBDJ.2401.003994,ANGELINE 21908,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,3036.0,91.44,BANJARMASIN,2024-02-08T13:30:00.000Z
YHN725000007,,YOHANNA 7,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2125.0,79.01,BANJARMASIN,2024-01-31T15:05:00.000Z
SN4825000006,,SEA DRAGON 3048,"SINAR SARANA SAMUDERA, PT",Realization,3146.0,91.44,BANJARMASIN,2024-01-31T03:39:00.000Z
GEMI25000004,PKK.DN.IDBDJ.2401.003916,GEMILANG 2572,"MULTI LINE BORNEO, PT",Realization,1980.0,76.2,BANJARMASIN,2024-02-02T15:55:00.000Z
KI0025000023,PKK.DN.IDBDJ.2312.003562,KSK I,"FAJAR BAHARI NUSANTARA, PT",Realization,678.0,52.2,BANJARMASIN,2023-12-27T04:00:00.000Z
HBAS09000001,,HASAN BASRI. KRI         ,LANAL SEMARANG,Request PPKB,1200.0,75.0,TANJUNG EMAS,2024-02-02T08:00:00.000Z
BM6825000004,PKK.DN.IDBDJ.2401.003530,BINA MARINE 68,"SINAR BINTANG DUTA MULIA, PT",Realization,1884.0,73.15,BANJARMASIN,2024-02-05T15:00:00.000Z
LMN925000008,PKK.DN.IDBDJ.2401.003434,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-02-03T15:00:00.000Z
JMLA25000020,PKK.DN.IDBDJ.2401.003226,JML ABADI,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,3508.0,96.0,BANJARMASIN,2024-01-27T23:00:00.000Z
SEV225000013,PKK.DN.IDBDJ.2401.003319,SEVA RAYA II,"RIMAU BAHTERA SHIPPING, PT",Realization,3124.0,87.84,BANJARMASIN,2024-01-31T07:45:00.000Z
GV0025000019,PKK.DN.IDBDJ.2401.002485,GONAYA VIII,"UNAQU BORNEO JAYA, PT",Realization,3338.0,94.6,BANJARMASIN,2024-01-25T15:00:00.000Z
MP6225000001,,MARINE POWER 3062,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3349.0,91.44,BANJARMASIN,2024-01-29T03:55:00.000Z
HXUH25000091,PKK.DN.IDBDJ.2401.003059,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-25T14:00:00.000Z
HXUH25000091,PKK.DN.IDBDJ.2401.003059,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-25T14:00:00.000Z
IB0025000004,PKK.DN.IDBDJ.2401.002482,ICON BRAVO,"INDO CONTAINER LINES, PT",Realization,3113.0,95.8,BANJARMASIN,2024-01-22T03:00:00.000Z
IB0025000004,PKK.DN.IDBDJ.2401.002482,ICON BRAVO,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,3113.0,95.8,BANJARMASIN,2024-01-22T03:00:00.000Z
CJH725000002,PKK.DN.IDBDJ.2401.002975,CIPTA JAYA HARAPAN 7,"LEMA SAMUDERA RAYA, PT",Realization,1117.0,79.67,BANJARMASIN,2024-02-01T11:34:00.000Z
RY0025000004,PKK.DN.IDBDJ.2401.002701,RATU YAMANI,"ARMADA SAMUDRA GLOBAL, PT",Realization,2999.0,87.11,BANJARMASIN,2024-01-25T00:00:00.000Z
SOEK25000006,,SOEKAWATI 315,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3154.0,87.84,BANJARMASIN,2024-01-22T04:00:00.000Z
P12825000001,,PRIMA SAKTI 128 TK,"MASADA JAYA LINES, PT",Realization,1956.0,67.3,BANJARMASIN,2024-01-29T15:00:00.000Z
CBTW25000001,PKK.DN.IDBDJ.2401.002525,MATANO 310,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,4359.0,100.58,BANJARMASIN,2024-01-21T05:42:00.000Z
8DJV25000001,PKK.DN.IDBDJ.2401.002456,YOHANNA 327,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3073.0,87.78,BANJARMASIN,2024-01-21T12:01:00.000Z
RM6725000027,,RMN 367,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3033.0,87.84,BANJARMASIN,2024-01-20T00:00:00.000Z
M35725000005,,MARINE POWER 3057,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3346.0,91.44,BANJARMASIN,2024-01-22T01:47:00.000Z
2EA225000005,PKK.DN.IDBDJ.2401.002313,ALHENA,"BARITO SAMUDRA SEJAHTERA, PT",Realization,1518.0,73.15,BANJARMASIN,2024-01-19T04:00:00.000Z
IKFJ25000036,PKK.DN.IDBDJ.2401.002139,MJL 306,"MASADA JAYA LINES, PT",Realization,3447.0,91.44,BANJARMASIN,2024-01-20T15:00:00.000Z
HXUH25000088,PKK.DN.IDBDJ.2401.002193,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-18T14:00:00.000Z
HXUH25000088,PKK.DN.IDBDJ.2401.002193,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-18T14:00:00.000Z
6YKK25000006,,ALIKA 102,BUANA MITRA SAMUDERA PT,Realization,3146.0,91.5,BANJARMASIN,2024-01-18T22:00:00.000Z
555S23000001,PKK.DN.IDBJU.2401.000073,SHOKEI,"RIZKY BAHARI SAMUDRA,PT",Request PPKB,1506.0,75.4,TANJUNG WANGI,2024-01-22T10:00:00.000Z
SN4825000005,,SEA DRAGON 3048,"SINAR SARANA SAMUDERA, PT",Realization,3146.0,91.44,BANJARMASIN,2024-01-18T07:05:00.000Z
LMN925000007,PKK.DN.IDBDJ.2401.002014,LMN 329,"SINAR BINTANG DUTA MULIA, PT",Realization,4308.0,94.5,BANJARMASIN,2024-01-20T15:00:00.000Z
HXUH25000087,PKK.DN.IDBDJ.2401.001939,DHARMA KARTIKA II,"DHARMA LAUTAN UTAMA, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-16T14:00:00.000Z
HXUH25000087,PKK.DN.IDBDJ.2401.001939,DHARMA KARTIKA II,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,20876.0,153.0,BANJARMASIN,2024-01-16T14:00:00.000Z
ABK025000001,PKK.DN.IDBDJ.2401.001963,ANUGRAH BAHARI KUSUMA,"KEMBANG SENTOSABERSAMA, PT",Realization,1022.0,68.64,BANJARMASIN,2024-01-16T22:11:00.000Z
UVPX25000002,,ASIAPRIDE 23175,"LEMA SAMUDERA RAYA, PT",Realization,1343.0,70.09,BANJARMASIN,2024-01-16T16:00:00.000Z
NEHL25000002,PKK.DN.IDBDJ.2401.000892,ABN 01,"BARITO DUTA SARANA, PT",Realization,3649.0,91.44,BANJARMASIN,2024-01-08T05:00:00.000Z
BAEQ25000207,,BARITO EQUATOR,"PELAYARAN KARANA LINE, PT",Realization,2682.0,83.76,BANJARMASIN,2024-01-27T08:00:00.000Z
SD1025000007,PKK.DN.IDBDJ.2401.001836,SAMUDERA MANDIRI 10,"SINAR BINTANG DUTA MULIA, PT",Realization,2228.0,82.3,BANJARMASIN,2024-01-27T15:00:00.000Z
7L4G25000032,PKK.DN.IDBDJ.2401.001766,TUNJUNG MADYA 4,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,3442.0,91.44,BANJARMASIN,2024-01-16T15:00:00.000Z
